,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.8366,CELL.8366,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8366,2,CP
CELL.8367,CELL.8367,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8367,11,CP
CELL.8368,CELL.8368,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8368,13,DPEX
CELL.8369,CELL.8369,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8369,14,WNTEGC
CELL.8370,CELL.8370,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8370,9,NPTXEX
CELL.8373,CELL.8373,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8373,6,DPEX
CELL.8374,CELL.8374,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8374,6,DPEX
CELL.8375,CELL.8375,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8375,3,MPEX
CELL.8376,CELL.8376,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8376,3,MPEX
CELL.8377,CELL.8377,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8377,9,NPTXEX
CELL.8379,CELL.8379,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8379,6,DPEX
CELL.8380,CELL.8380,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8380,3,MPEX
CELL.8381,CELL.8381,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8381,11,CP
CELL.8382,CELL.8382,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8382,3,MPEX
CELL.8384,CELL.8384,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8384,6,DPEX
CELL.8385,CELL.8385,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8385,10,SSTIN
CELL.8386,CELL.8386,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8386,3,WNTEGC
CELL.8387,CELL.8387,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8387,11,CP
CELL.8388,CELL.8388,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8388,9,NPTXEX
CELL.8391,CELL.8391,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8391,6,DPEX
CELL.8392,CELL.8392,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8392,10,SSTIN
CELL.8393,CELL.8393,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8393,3,MPEX
CELL.8394,CELL.8394,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8394,4,VLMC
CELL.8395,CELL.8395,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8395,3,MPEX
CELL.8396,CELL.8396,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8396,3,MPEX
CELL.8397,CELL.8397,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8397,14,WNTEGC
CELL.8399,CELL.8399,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8399,6,DPEX
CELL.8400,CELL.8400,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8400,7,NPTXEX
CELL.8401,CELL.8401,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8401,10,SSTIN
CELL.8402,CELL.8402,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8402,5,SFRPEGC
CELL.8403,CELL.8403,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8403,9,NPTXEX
CELL.8404,CELL.8404,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8404,9,NPTXEX
CELL.8406,CELL.8406,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8406,3,MPEX
CELL.8407,CELL.8407,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8407,14,WNTEGC
CELL.8408,CELL.8408,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8408,6,DPEX
CELL.8409,CELL.8409,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8409,14,WNTEGC
CELL.8410,CELL.8410,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8410,3,MPEX
CELL.8411,CELL.8411,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8411,3,MPEX
CELL.8412,CELL.8412,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8412,11,CP
CELL.8413,CELL.8413,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8413,6,DPEX
CELL.8414,CELL.8414,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8414,5,SFRPEGC
CELL.8415,CELL.8415,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8415,9,NPTXEX
CELL.8416,CELL.8416,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8416,6,DPEX
CELL.8417,CELL.8417,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8417,13,DPEX
CELL.8418,CELL.8418,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8418,9,NPTXEX
CELL.8419,CELL.8419,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8419,9,NPTXEX
CELL.8420,CELL.8420,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8420,13,DPEX
CELL.8421,CELL.8421,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8421,2,CP
CELL.8422,CELL.8422,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8422,10,SSTIN
CELL.8424,CELL.8424,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8424,3,MPEX
CELL.8425,CELL.8425,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8425,2,CP
CELL.8426,CELL.8426,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8426,10,SSTIN
CELL.8427,CELL.8427,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8427,3,MPEX
CELL.8428,CELL.8428,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8428,9,NPTXEX
CELL.8429,CELL.8429,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8429,13,DPEX
CELL.8431,CELL.8431,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8431,10,SSTIN
CELL.8433,CELL.8433,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8433,3,DPEX
CELL.8434,CELL.8434,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8434,5,SFRPEGC
CELL.8436,CELL.8436,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8436,13,DPEX
CELL.8437,CELL.8437,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8437,9,NPTXEX
CELL.8438,CELL.8438,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8438,9,NPTXEX
CELL.8439,CELL.8439,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8439,6,DPEX
CELL.8440,CELL.8440,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8440,6,DPEX
CELL.8441,CELL.8441,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8441,6,DPEX
CELL.8442,CELL.8442,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8442,13,DPEX
CELL.8443,CELL.8443,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8443,14,WNTEGC
CELL.8444,CELL.8444,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8444,5,SFRPEGC
CELL.8446,CELL.8446,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8446,6,DPEX
CELL.8451,CELL.8451,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8451,6,DPEX
CELL.8452,CELL.8452,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8452,10,SSTIN
CELL.8453,CELL.8453,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8453,9,NPTXEX
CELL.8455,CELL.8455,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8455,3,MPEX
CELL.8457,CELL.8457,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8457,3,WNTEGC
CELL.8459,CELL.8459,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8459,6,DPEX
CELL.8460,CELL.8460,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8460,6,DPEX
CELL.8461,CELL.8461,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8461,3,MPEX
CELL.8462,CELL.8462,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8462,13,DPEX
CELL.8463,CELL.8463,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8463,9,NPTXEX
CELL.8464,CELL.8464,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8464,6,DPEX
CELL.8466,CELL.8466,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8466,9,NPTXEX
CELL.8467,CELL.8467,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8467,10,SSTIN
CELL.8472,CELL.8472,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8472,6,DPEX
CELL.8473,CELL.8473,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8473,11,CP
CELL.8475,CELL.8475,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8475,3,MPEX
CELL.8476,CELL.8476,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8476,9,NPTXEX
CELL.8477,CELL.8477,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8477,4,MCG
CELL.8478,CELL.8478,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8478,3,MPEX
CELL.8479,CELL.8479,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8479,9,NPTXEX
CELL.8480,CELL.8480,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8480,6,DPEX
CELL.8481,CELL.8481,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8481,6,DPEX
CELL.8482,CELL.8482,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8482,2,OLIGO
CELL.8483,CELL.8483,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8483,4,MCG
CELL.8484,CELL.8484,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8484,2,CP
CELL.8485,CELL.8485,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8485,10,SSTIN
CELL.8487,CELL.8487,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8487,3,MPEX
CELL.8488,CELL.8488,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8488,9,NPTXEX
CELL.8489,CELL.8489,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8489,6,DPEX
CELL.8490,CELL.8490,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8490,3,WNTEGC
CELL.8491,CELL.8491,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8491,16,NPYIN
CELL.8492,CELL.8492,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8492,6,DPEX
CELL.8495,CELL.8495,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8495,3,MPEX
CELL.8496,CELL.8496,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8496,2,CP
CELL.8497,CELL.8497,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8497,3,MPEX
CELL.8499,CELL.8499,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8499,6,DPEX
CELL.8500,CELL.8500,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8500,3,MPEX
CELL.8503,CELL.8503,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8503,11,CP
CELL.8504,CELL.8504,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8504,3,MPEX
CELL.8506,CELL.8506,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8506,6,DPEX
CELL.8507,CELL.8507,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8507,6,DPEX
CELL.8508,CELL.8508,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8508,6,DPEX
CELL.8509,CELL.8509,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8509,11,CP
CELL.8512,CELL.8512,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8512,4,VLMC
CELL.8515,CELL.8515,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8515,6,DPEX
CELL.8516,CELL.8516,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8516,13,DPEX
CELL.8517,CELL.8517,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8517,10,SSTIN
CELL.8518,CELL.8518,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8518,11,CP
CELL.8520,CELL.8520,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8520,9,NPTXEX
CELL.8521,CELL.8521,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8521,9,NPTXEX
CELL.8522,CELL.8522,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8522,6,DPEX
CELL.8523,CELL.8523,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8523,14,WNTEGC
CELL.8524,CELL.8524,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8524,5,SFRPEGC
CELL.8525,CELL.8525,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8525,2,CP
CELL.8526,CELL.8526,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8526,6,DPEX
CELL.8527,CELL.8527,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8527,3,MPEX
CELL.8529,CELL.8529,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8529,3,MPEX
CELL.8530,CELL.8530,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8530,11,VLMC
CELL.8532,CELL.8532,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8532,6,DPEX
CELL.8533,CELL.8533,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8533,3,MPEX
CELL.8534,CELL.8534,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8534,14,WNTEGC
CELL.8535,CELL.8535,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8535,5,SFRPEGC
CELL.8536,CELL.8536,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8536,3,MPEX
CELL.8538,CELL.8538,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8538,9,NPTXEX
CELL.8539,CELL.8539,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8539,3,MPEX
CELL.8540,CELL.8540,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8540,4,MCG
CELL.8542,CELL.8542,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8542,7,NPTXEX
CELL.8543,CELL.8543,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8543,10,SSTIN
CELL.8546,CELL.8546,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8546,3,MPEX
CELL.8549,CELL.8549,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8549,9,NPTXEX
CELL.8550,CELL.8550,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8550,3,MPEX
CELL.8551,CELL.8551,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8551,14,WNTEGC
CELL.8552,CELL.8552,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8552,9,NPTXEX
CELL.8553,CELL.8553,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8553,13,DPEX
CELL.8554,CELL.8554,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8554,14,WNTEGC
CELL.8558,CELL.8558,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8558,9,NPTXEX
CELL.8559,CELL.8559,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8559,4,MCG
CELL.8560,CELL.8560,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8560,1,MSN
CELL.8561,CELL.8561,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8561,6,DPEX
CELL.8562,CELL.8562,7,Meta_telencephalon_rep1_DP8400015234BLB2_1,8562,4,MCG
CELL.8563,CELL.8563,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8563,4,VLMC
CELL.8564,CELL.8564,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8564,6,DPEX
CELL.8565,CELL.8565,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8565,6,DPEX
CELL.8566,CELL.8566,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8566,10,SSTIN
CELL.8567,CELL.8567,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8567,13,DPEX
CELL.8568,CELL.8568,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8568,3,MPEX
CELL.8570,CELL.8570,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8570,3,MPEX
CELL.8572,CELL.8572,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8572,3,MPEX
CELL.8574,CELL.8574,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8574,3,MPEX
CELL.8575,CELL.8575,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8575,13,DPEX
CELL.8576,CELL.8576,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8576,9,NPTXEX
CELL.8577,CELL.8577,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8577,9,NPTXEX
CELL.8578,CELL.8578,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8578,6,DPEX
CELL.8579,CELL.8579,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8579,6,DPEX
CELL.8580,CELL.8580,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8580,13,DPEX
CELL.8581,CELL.8581,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8581,6,DPEX
CELL.8582,CELL.8582,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8582,5,CP
CELL.8583,CELL.8583,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8583,9,NPTXEX
CELL.8584,CELL.8584,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8584,9,NPTXEX
CELL.8587,CELL.8587,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8587,13,DPEX
CELL.8588,CELL.8588,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8588,10,SSTIN
CELL.8589,CELL.8589,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8589,3,MPEX
CELL.8590,CELL.8590,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8590,3,MPEX
CELL.8591,CELL.8591,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8591,13,DPEX
CELL.8593,CELL.8593,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8593,11,CP
CELL.8594,CELL.8594,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8594,9,NPTXEX
CELL.8595,CELL.8595,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8595,7,NPTXEX
CELL.8597,CELL.8597,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8597,12,UnKnown
CELL.8599,CELL.8599,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8599,9,NPTXEX
CELL.8600,CELL.8600,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8600,6,DPEX
CELL.8601,CELL.8601,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8601,6,DPEX
CELL.8602,CELL.8602,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8602,3,MPEX
CELL.8603,CELL.8603,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8603,16,NPYIN
CELL.8604,CELL.8604,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8604,4,MCG
CELL.8605,CELL.8605,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8605,14,WNTEGC
CELL.8606,CELL.8606,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8606,3,MPEX
CELL.8607,CELL.8607,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8607,3,MPEX
CELL.8608,CELL.8608,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8608,12,VLMC
CELL.8609,CELL.8609,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8609,1,MSN
CELL.8610,CELL.8610,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8610,9,NPTXEX
CELL.8611,CELL.8611,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8611,13,DPEX
CELL.8612,CELL.8612,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8612,9,NPTXEX
CELL.8613,CELL.8613,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8613,4,VLMC
CELL.8614,CELL.8614,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8614,6,DPEX
CELL.8615,CELL.8615,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8615,6,DPEX
CELL.8616,CELL.8616,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8616,13,DPEX
CELL.8617,CELL.8617,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8617,14,WNTEGC
CELL.8618,CELL.8618,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8618,11,CP
CELL.8619,CELL.8619,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8619,6,DPEX
CELL.8620,CELL.8620,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8620,6,DPEX
CELL.8621,CELL.8621,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8621,13,DPEX
CELL.8622,CELL.8622,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8622,3,MPEX
CELL.8623,CELL.8623,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8623,5,SFRPEGC
CELL.8624,CELL.8624,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8624,9,NPTXEX
CELL.8625,CELL.8625,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8625,9,NPTXEX
CELL.8626,CELL.8626,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8626,6,DPEX
CELL.8627,CELL.8627,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8627,3,MPEX
CELL.8628,CELL.8628,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8628,2,OLIGO
CELL.8629,CELL.8629,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8629,3,WNTEGC
CELL.8630,CELL.8630,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8630,6,DPEX
CELL.8631,CELL.8631,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8631,3,MPEX
CELL.8633,CELL.8633,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,8633,2,CP
CELL.8634,CELL.8634,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8634,9,NPTXEX
CELL.8635,CELL.8635,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8635,6,DPEX
CELL.8637,CELL.8637,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8637,14,WNTEGC
CELL.8638,CELL.8638,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8638,9,NPTXEX
CELL.8639,CELL.8639,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8639,6,DPEX
CELL.8640,CELL.8640,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8640,6,DPEX
CELL.8641,CELL.8641,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8641,6,DPEX
CELL.8644,CELL.8644,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,8644,3,MPEX
CELL.8645,CELL.8645,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8645,3,MPEX
CELL.8646,CELL.8646,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8646,6,DPEX
CELL.8647,CELL.8647,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8647,2,OLIGO
CELL.8648,CELL.8648,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8648,9,NPTXEX
CELL.8649,CELL.8649,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8649,13,DPEX
CELL.8650,CELL.8650,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8650,4,MCG
CELL.8652,CELL.8652,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8652,6,DPEX
CELL.8653,CELL.8653,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8653,3,MPEX
CELL.8654,CELL.8654,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8654,9,NPTXEX
CELL.8655,CELL.8655,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8655,9,NPTXEX
CELL.8656,CELL.8656,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8656,9,NPTXEX
CELL.8659,CELL.8659,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8659,2,OLIGO
CELL.8663,CELL.8663,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8663,9,NPTXEX
CELL.8664,CELL.8664,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8664,6,DPEX
CELL.8665,CELL.8665,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8665,6,DPEX
CELL.8666,CELL.8666,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8666,6,DPEX
CELL.8667,CELL.8667,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8667,13,DPEX
CELL.8668,CELL.8668,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8668,13,DPEX
CELL.8669,CELL.8669,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8669,4,MSN
CELL.8670,CELL.8670,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8670,1,WNTEGC
CELL.8672,CELL.8672,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8672,13,DPEX
CELL.8673,CELL.8673,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8673,6,DPEX
CELL.8674,CELL.8674,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,8674,2,OLIGO
CELL.8675,CELL.8675,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8675,11,CP
CELL.8677,CELL.8677,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8677,6,DPEX
CELL.8679,CELL.8679,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8679,3,MPEX
CELL.8680,CELL.8680,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8680,9,NPTXEX
CELL.8681,CELL.8681,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8681,6,DPEX
CELL.8684,CELL.8684,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8684,10,SSTIN
CELL.8685,CELL.8685,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8685,3,MPEX
CELL.8686,CELL.8686,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8686,14,WNTEGC
CELL.8687,CELL.8687,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8687,9,NPTXEX
CELL.8689,CELL.8689,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8689,9,NPTXEX
CELL.8691,CELL.8691,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8691,6,DPEX
CELL.8692,CELL.8692,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8692,10,SSTIN
CELL.8694,CELL.8694,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8694,9,NPTXEX
CELL.8695,CELL.8695,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8695,6,DPEX
CELL.8697,CELL.8697,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,8697,3,MPEX
CELL.8698,CELL.8698,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,8698,14,WNTEGC
CELL.8699,CELL.8699,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,8699,4,VLMC
CELL.8700,CELL.8700,6,Meta_telencephalon_rep1_DP8400015234BLB2_1,8700,6,MPEX
CELL.8701,CELL.8701,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,8701,9,NPTXEX
