CellID,Batch,Annotation,cell_id,Annotation_0305
CELL.9444,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9444,DPEX
CELL.9445,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9445,MPIN
CELL.9446,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9446,WNTEGC
CELL.9447,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9447,VLMC
CELL.9448,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9448,DPEX
CELL.9449,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9449,MPIN
CELL.9450,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9450,DPEX
CELL.9451,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9451,NPTXEX
CELL.9452,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9452,DPEX
CELL.9454,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9454,DPEX
CELL.9455,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9455,DPEX
CELL.9456,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9456,NPTXEX
CELL.9457,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9457,VLMC
CELL.9458,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9458,SSTIN
CELL.9460,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9460,WNTEGC
CELL.9461,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9461,DPEX
CELL.9462,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9462,DPEX
CELL.9464,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9464,WNTEGC
CELL.9465,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9465,WNTEGC
CELL.9466,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9466,VLMC
CELL.9468,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9468,DPEX
CELL.9469,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9469,NPTXEX
CELL.9470,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9470,DPEX
CELL.9471,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9471,DPEX
CELL.9472,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9472,DPEX
CELL.9473,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9473,WNTEGC
CELL.9474,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9474,DPEX
CELL.9476,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9476,DPEX
CELL.9477,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9477,WNTEGC
CELL.9478,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9478,VLMC
CELL.9480,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9480,DPEX
CELL.9482,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9482,MPIN
CELL.9483,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9483,WNTEGC
CELL.9484,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9484,WNTEGC
CELL.9485,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9485,DPEX
CELL.9487,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9487,NPTXEX
CELL.9488,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,9488,CCKIN
CELL.9489,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9489,DPEX
CELL.9491,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9491,DPEX
CELL.9492,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9492,DPEX
CELL.9493,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9493,NPTXEX
CELL.9494,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9494,DPEX
CELL.9495,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9495,MPIN
CELL.9496,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9496,SSTIN
CELL.9497,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9497,VLMC
CELL.9498,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9498,WNTEGC
CELL.9499,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9499,NPTXEX
CELL.9501,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9501,DPEX
CELL.9502,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9502,DPEX
CELL.9504,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9504,DPEX
CELL.9505,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9505,WNTEGC
CELL.9506,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9506,MPIN
CELL.9507,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9507,NPTXEX
CELL.9508,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9508,DPEX
CELL.9509,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9509,SSTIN
CELL.9510,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9510,DPEX
CELL.9511,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9511,WNTEGC
CELL.9512,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9512,DPEX
CELL.9513,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9513,VLMC
CELL.9515,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9515,VLMC
CELL.9516,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9516,DPEX
CELL.9517,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9517,DPEX
CELL.9518,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9518,DPEX
CELL.9519,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9519,DPEX
CELL.9520,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9520,NPTXEX
CELL.9521,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9521,DPEX
CELL.9522,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9522,DPEX
CELL.9524,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9524,WNTEGC
CELL.9526,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9526,DPEX
CELL.9527,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9527,WNTEGC
CELL.9529,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9529,DPEX
CELL.9530,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9530,NPTXEX
CELL.9532,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9532,NPTXEX
CELL.9533,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9533,DPEX
CELL.9534,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9534,DPEX
CELL.9535,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9535,WNTEGC
CELL.9536,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9536,NPTXEX
CELL.9538,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9538,DPEX
CELL.9539,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9539,DPEX
CELL.9540,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9540,DPEX
CELL.9541,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9541,NPTXEX
CELL.9543,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9543,SSTIN
CELL.9544,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9544,MPIN
CELL.9545,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9545,DPEX
CELL.9546,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9546,DPEX
CELL.9547,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,9547,CP
CELL.9548,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9548,DPEX
CELL.9549,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9549,DPEX
CELL.9550,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9550,VLMC
CELL.9551,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9551,WNTEGC
CELL.9552,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9552,WNTEGC
CELL.9553,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9553,DPEX
CELL.9554,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9554,NPTXEX
CELL.9555,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9555,WNTEGC
CELL.9556,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9556,NPTXEX
CELL.9557,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9557,SSTIN
CELL.9558,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,9558,CP
CELL.9559,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9559,DPEX
CELL.9560,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9560,NPTXEX
CELL.9561,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9561,DPEX
CELL.9563,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9563,WNTEGC
CELL.9564,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9564,DPEX
CELL.9565,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9565,DPEX
CELL.9566,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9566,MPIN
CELL.9567,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9567,DPEX
CELL.9568,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9568,DPEX
CELL.9570,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,9570,CCKIN
CELL.9571,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9571,DPEX
CELL.9573,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9573,DPEX
CELL.9574,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9574,WNTEGC
CELL.9575,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9575,DPEX
CELL.9576,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9576,VLMC
CELL.9577,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9577,DPEX
CELL.9578,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9578,NPTXEX
CELL.9580,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9580,MPIN
CELL.9581,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9581,DPEX
CELL.9582,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9582,WNTEGC
CELL.9583,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9583,DPEX
CELL.9584,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9584,NPTXEX
CELL.9585,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9585,VLMC
CELL.9586,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9586,DPEX
CELL.9587,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9587,DPEX
CELL.9588,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9588,WNTEGC
CELL.9589,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9589,WNTEGC
CELL.9592,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9592,NPTXEX
CELL.9593,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9593,DPEX
CELL.9595,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9595,DPEX
CELL.9596,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9596,VLMC
CELL.9597,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9597,MPIN
CELL.9598,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9598,DPEX
CELL.9599,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9599,WNTEGC
CELL.9600,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9600,DPEX
CELL.9601,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9601,NPTXEX
CELL.9602,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9602,DPEX
CELL.9603,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9603,NPTXEX
CELL.9605,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9605,NPTXEX
CELL.9606,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9606,MPIN
CELL.9607,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9607,WNTEGC
CELL.9608,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9608,DPEX
CELL.9611,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9611,DPEX
CELL.9612,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9612,WNTEGC
CELL.9613,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9613,WNTEGC
CELL.9614,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9614,DPEX
CELL.9615,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9615,DPEX
CELL.9616,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9616,SSTIN
CELL.9617,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,9617,CCKIN
CELL.9618,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9618,DPEX
CELL.9619,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9619,NPTXEX
CELL.9620,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9620,DPEX
CELL.9621,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9621,VLMC
CELL.9622,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9622,DPEX
CELL.9623,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9623,DPEX
CELL.9624,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9624,NPTXEX
CELL.9625,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9625,DPEX
CELL.9626,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9626,DPEX
CELL.9627,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9627,DPEX
CELL.9628,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9628,DPEX
CELL.9629,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9629,DPEX
CELL.9630,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9630,DPEX
CELL.9631,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9631,DPEX
CELL.9633,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9633,DPEX
CELL.9634,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9634,DPEX
CELL.9636,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9636,VLMC
CELL.9637,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9637,VLMC
CELL.9641,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9641,WNTEGC
CELL.9642,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9642,NPTXEX
CELL.9644,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9644,VLMC
CELL.9645,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9645,NPTXEX
CELL.9646,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9646,DPEX
CELL.9650,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9650,DPEX
CELL.9651,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9651,DPEX
CELL.9652,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9652,DPEX
CELL.9653,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9653,DPEX
CELL.9654,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9654,DPEX
CELL.9655,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9655,WNTEGC
CELL.9656,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9656,WNTEGC
CELL.9657,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9657,DPEX
CELL.9658,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9658,WNTEGC
CELL.9659,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9659,DPEX
CELL.9660,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9660,SSTIN
CELL.9661,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9661,DPEX
CELL.9662,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9662,NPTXEX
CELL.9663,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9663,SSTIN
CELL.9664,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9664,DPEX
CELL.9665,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9665,DPEX
CELL.9666,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9666,DPEX
CELL.9667,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9667,WNTEGC
CELL.9668,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9668,DPEX
CELL.9669,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9669,VLMC
CELL.9670,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9670,DPEX
CELL.9671,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9671,SSTIN
CELL.9672,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9672,WNTEGC
CELL.9673,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9673,NPTXEX
CELL.9674,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9674,VLMC
CELL.9676,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9676,DPEX
CELL.9678,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9678,MPIN
CELL.9679,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9679,VLMC
CELL.9681,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9681,WNTEGC
CELL.9684,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9684,DPEX
CELL.9685,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9685,DPEX
CELL.9687,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9687,MPIN
CELL.9688,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9688,DPEX
CELL.9689,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,9689,CCKIN
CELL.9690,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,9690,CP
CELL.9691,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9691,DPEX
CELL.9692,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9692,DPEX
CELL.9693,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9693,DPEX
CELL.9694,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9694,DPEX
CELL.9695,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9695,WNTEGC
CELL.9696,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9696,NPTXEX
CELL.9697,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9697,DPEX
CELL.9699,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9699,DPEX
CELL.9701,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9701,DPEX
CELL.9702,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9702,DPEX
CELL.9703,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9703,WNTEGC
CELL.9704,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9704,VLMC
CELL.9705,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9705,VLMC
CELL.9706,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9706,SSTIN
CELL.9707,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9707,VLMC
CELL.9708,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9708,WNTEGC
CELL.9709,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9709,NPTXEX
CELL.9710,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9710,DPEX
CELL.9711,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9711,SSTIN
CELL.9712,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9712,DPEX
CELL.9713,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9713,NPTXEX
CELL.9715,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9715,SSTIN
CELL.9716,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9716,SSTIN
CELL.9717,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9717,NPTXEX
CELL.9718,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9718,DPEX
CELL.9719,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9719,DPEX
CELL.9720,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9720,NPTXEX
CELL.9721,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9721,DPEX
CELL.9722,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9722,SSTIN
CELL.9723,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9723,DPEX
CELL.9724,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9724,WNTEGC
CELL.9725,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9725,VLMC
CELL.9727,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,9727,CP
CELL.9728,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9728,DPEX
CELL.9729,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9729,DPEX
CELL.9730,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9730,WNTEGC
CELL.9732,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9732,MPIN
CELL.9733,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9733,DPEX
CELL.9734,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9734,WNTEGC
CELL.9735,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9735,DPEX
CELL.9736,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9736,DPEX
CELL.9737,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9737,DPEX
CELL.9738,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9738,DPEX
CELL.9739,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9739,NPTXEX
CELL.9741,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9741,MPIN
CELL.9743,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9743,DPEX
CELL.9744,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9744,DPEX
CELL.9745,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9745,DPEX
CELL.9746,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9746,WNTEGC
CELL.9747,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9747,DPEX
CELL.9748,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9748,DPEX
CELL.9749,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9749,DPEX
CELL.9750,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9750,DPEX
CELL.9751,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9751,DPEX
CELL.9753,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9753,WNTEGC
CELL.9754,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9754,WNTEGC
CELL.9756,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,9756,MPIN
CELL.9757,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9757,WNTEGC
CELL.9758,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9758,DPEX
CELL.9759,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9759,DPEX
CELL.9760,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9760,NPTXEX
CELL.9762,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9762,DPEX
CELL.9764,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9764,DPEX
CELL.9766,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,9766,WNTEGC
CELL.9767,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9767,DPEX
CELL.9768,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9768,VLMC
CELL.9770,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9770,DPEX
CELL.9771,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,9771,CCKIN
CELL.9773,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9773,DPEX
CELL.9774,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9774,VLMC
CELL.9775,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,9775,VLMC
CELL.9777,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9777,DPEX
CELL.9778,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9778,NPTXEX
CELL.9779,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9779,NPTXEX
CELL.9781,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9781,DPEX
CELL.9782,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9782,DPEX
CELL.9784,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9784,DPEX
CELL.9785,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9785,DPEX
CELL.9786,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9786,DPEX
CELL.9788,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,9788,NPTXEX
CELL.9791,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9791,DPEX
CELL.9792,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,9792,CP
CELL.9793,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9793,DPEX
CELL.9794,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,9794,SSTIN
CELL.9795,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,9795,DPEX
