,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,x_center,y_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.9089,CELL.9089,7,Injury_20DPI_rep1_SS200000147BL_B4,9089,9,3554.0,5245.0,inj,D,OBNBL,OBNBL
CELL.9090,CELL.9090,9,Injury_20DPI_rep1_SS200000147BL_B4,9090,4,3553.0,6132.0,inj,D,RIPC2,RIPC3
CELL.9091,CELL.9091,9,Injury_20DPI_rep1_SS200000147BL_B4,9091,4,3556.0,6334.0,inj,D,RIPC2,RIPC3
CELL.9092,CELL.9092,9,Injury_20DPI_rep1_SS200000147BL_B4,9092,4,3553.0,6236.0,inj,D,RIPC2,RIPC3
CELL.9093,CELL.9093,1,Injury_20DPI_rep1_SS200000147BL_B4,9093,10,3553.0,9281.0,uninj,D,WNTRGC,WNTEGC
CELL.9094,CELL.9094,8,Injury_20DPI_rep1_SS200000147BL_B4,9094,5,3560.0,10117.0,uninj,D,NPTXEX,NPTXEX
CELL.9095,CELL.9095,8,Injury_20DPI_rep1_SS200000147BL_B4,9095,5,3557.0,10252.0,uninj,D,NPTXEX,NPTXEX
CELL.9096,CELL.9096,7,Injury_20DPI_rep1_SS200000147BL_B4,9096,9,3556.0,5107.0,inj,D,OBNBL,OBNBL
CELL.9097,CELL.9097,0,Injury_20DPI_rep1_SS200000147BL_B4,9097,0,3561.0,5623.0,inj,D,MSN,MSN
CELL.9098,CELL.9098,0,Injury_20DPI_rep1_SS200000147BL_B4,9098,0,3560.0,5770.0,inj,D,MSN,MSN
CELL.9099,CELL.9099,5,Injury_20DPI_rep1_SS200000147BL_B4,9099,12,3551.0,8245.0,uninj,D,VLMC,VLMC
CELL.9100,CELL.9100,2,Injury_20DPI_rep1_SS200000147BL_B4,9100,14,3551.0,8645.0,uninj,D,SSTIN,SSTIN
CELL.9101,CELL.9101,7,Injury_20DPI_rep1_SS200000147BL_B4,9101,9,3549.0,5392.0,inj,D,OBNBL,OBNBL
CELL.9102,CELL.9102,0,Injury_20DPI_rep1_SS200000147BL_B4,9102,9,3562.0,5484.0,inj,D,OBNBL,OBNBL
CELL.9103,CELL.9103,2,Injury_20DPI_rep1_SS200000147BL_B4,9103,2,3564.0,7274.0,inj,D,DPEX,DPEX
CELL.9104,CELL.9104,1,Injury_20DPI_rep1_SS200000147BL_B4,9104,10,3571.0,9579.0,uninj,D,WNTRGC,WNTEGC
CELL.9105,CELL.9105,8,Injury_20DPI_rep1_SS200000147BL_B4,9105,5,3558.0,9742.0,uninj,D,NPTXEX,NPTXEX
CELL.9106,CELL.9106,8,Injury_20DPI_rep1_SS200000147BL_B4,9106,5,3557.0,9798.0,uninj,D,NPTXEX,NPTXEX
CELL.9107,CELL.9107,2,Injury_20DPI_rep1_SS200000147BL_B4,9107,2,3558.0,7666.0,inj,D,MPIN,MPIN
CELL.9108,CELL.9108,2,Injury_20DPI_rep1_SS200000147BL_B4,9108,2,3564.0,9022.0,uninj,D,DPEX,DPEX
CELL.9109,CELL.9109,1,Injury_20DPI_rep1_SS200000147BL_B4,9109,10,3562.0,9330.0,uninj,D,WNTRGC,WNTEGC
CELL.9110,CELL.9110,8,Injury_20DPI_rep1_SS200000147BL_B4,9110,5,3551.0,10158.0,uninj,D,NPTXEX,NPTXEX
CELL.9111,CELL.9111,1,Injury_20DPI_rep1_SS200000147BL_B4,9111,1,3561.0,6072.0,inj,D,REARGC,REAEGC
CELL.9112,CELL.9112,1,Injury_20DPI_rep1_SS200000147BL_B4,9112,10,3561.0,7006.0,inj,D,WNTRGC,WNTEGC
CELL.9113,CELL.9113,2,Injury_20DPI_rep1_SS200000147BL_B4,9113,2,3565.0,7366.0,inj,D,DPEX,DPEX
CELL.9114,CELL.9114,2,Injury_20DPI_rep1_SS200000147BL_B4,9114,2,3558.0,8701.0,uninj,D,DPEX,DPEX
CELL.9115,CELL.9115,8,Injury_20DPI_rep1_SS200000147BL_B4,9115,5,3573.0,10085.0,uninj,D,NPTXEX,NPTXEX
CELL.9116,CELL.9116,8,Injury_20DPI_rep1_SS200000147BL_B4,9116,5,3560.0,10222.0,uninj,D,NPTXEX,NPTXEX
CELL.9117,CELL.9117,8,Injury_20DPI_rep1_SS200000147BL_B4,9117,5,3559.0,10281.0,uninj,D,NPTXEX,NPTXEX
CELL.9118,CELL.9118,3,Injury_20DPI_rep1_SS200000147BL_B4,9118,3,3565.0,8587.0,uninj,D,SSTIN,SSTIN
CELL.9119,CELL.9119,2,Injury_20DPI_rep1_SS200000147BL_B4,9119,2,3565.0,9059.0,uninj,D,DPEX,DPEX
CELL.9120,CELL.9120,1,Injury_20DPI_rep1_SS200000147BL_B4,9120,2,3566.0,9382.0,uninj,D,Immature EX,TLNBL
CELL.9121,CELL.9121,2,Injury_20DPI_rep1_SS200000147BL_B4,9121,2,3568.0,8938.0,uninj,D,DPEX,DPEX
CELL.9122,CELL.9122,8,Injury_20DPI_rep1_SS200000147BL_B4,9122,5,3565.0,9892.0,uninj,D,NPTXEX,NPTXEX
CELL.9123,CELL.9123,0,Injury_20DPI_rep1_SS200000147BL_B4,9123,0,3565.0,5744.0,inj,D,DIPC,TLNBL
CELL.9124,CELL.9124,1,Injury_20DPI_rep1_SS200000147BL_B4,9124,1,3569.0,6678.0,inj,D,DIPC,TLNBL
CELL.9125,CELL.9125,1,Injury_20DPI_rep1_SS200000147BL_B4,9125,4,3566.0,9528.0,uninj,D,REARGC,REAEGC
CELL.9127,CELL.9127,1,Injury_20DPI_rep1_SS200000147BL_B4,9127,1,3553.0,9455.0,uninj,D,SFRPRGC,SFRPEGC
CELL.9128,CELL.9128,7,Injury_20DPI_rep1_SS200000147BL_B4,9128,9,3566.0,5343.0,inj,D,OBNBL,OBNBL
CELL.9129,CELL.9129,7,Injury_20DPI_rep1_SS200000147BL_B4,9129,4,3567.0,5914.0,inj,D,RIPC2,RIPC3
CELL.9130,CELL.9130,1,Injury_20DPI_rep1_SS200000147BL_B4,9130,10,3568.0,7036.0,inj,D,WNTRGC,WNTEGC
CELL.9131,CELL.9131,7,Injury_20DPI_rep1_SS200000147BL_B4,9131,9,3567.0,5315.0,inj,D,OBNBL,OBNBL
CELL.9132,CELL.9132,1,Injury_20DPI_rep1_SS200000147BL_B4,9132,10,3571.0,6935.0,inj,D,WNTRGC,WNTEGC
CELL.9133,CELL.9133,6,Injury_20DPI_rep1_SS200000147BL_B4,9133,14,3563.0,7692.0,inj,D,SSTIN,SSTIN
CELL.9134,CELL.9134,0,Injury_20DPI_rep1_SS200000147BL_B4,9134,0,3583.0,5803.0,inj,D,MSN,MSN
CELL.9135,CELL.9135,2,Injury_20DPI_rep1_SS200000147BL_B4,9135,2,3571.0,7209.0,inj,D,DPEX,DPEX
CELL.9136,CELL.9136,2,Injury_20DPI_rep1_SS200000147BL_B4,9136,2,3575.0,8864.0,uninj,D,DPEX,DPEX
CELL.9137,CELL.9137,1,Injury_20DPI_rep1_SS200000147BL_B4,9137,10,3568.0,9134.0,uninj,D,WNTRGC,WNTEGC
CELL.9138,CELL.9138,1,Injury_20DPI_rep1_SS200000147BL_B4,9138,1,3566.0,9620.0,uninj,D,DIPC,TLNBL
CELL.9139,CELL.9139,6,Injury_20DPI_rep1_SS200000147BL_B4,9139,4,3571.0,6907.0,inj,D,REARGC,REAEGC
CELL.9140,CELL.9140,2,Injury_20DPI_rep1_SS200000147BL_B4,9140,2,3571.0,7422.0,inj,D,DPEX,DPEX
CELL.9141,CELL.9141,8,Injury_20DPI_rep1_SS200000147BL_B4,9141,5,3571.0,9713.0,uninj,D,NPTXEX,NPTXEX
CELL.9142,CELL.9142,6,Injury_20DPI_rep1_SS200000147BL_B4,9142,5,3568.0,10497.0,uninj,D,NPTXEX,NPTXEX
CELL.9143,CELL.9143,1,Injury_20DPI_rep1_SS200000147BL_B4,9143,1,3569.0,9551.0,uninj,D,SFRPRGC,SFRPEGC
CELL.9144,CELL.9144,1,Injury_20DPI_rep1_SS200000147BL_B4,9144,4,3577.0,6851.0,inj,D,REARGC,REAEGC
CELL.9145,CELL.9145,1,Injury_20DPI_rep1_SS200000147BL_B4,9145,10,3572.0,7078.0,inj,D,WNTRGC,WNTEGC
CELL.9146,CELL.9146,2,Injury_20DPI_rep1_SS200000147BL_B4,9146,5,3573.0,7471.0,inj,D,NPTXEX,NPTXEX
CELL.9147,CELL.9147,2,Injury_20DPI_rep1_SS200000147BL_B4,9147,2,3571.0,8996.0,uninj,D,DPEX,DPEX
CELL.9148,CELL.9148,9,Injury_20DPI_rep1_SS200000147BL_B4,9148,1,3571.0,6179.0,inj,D,SFRPRGC,SFRPEGC
CELL.9149,CELL.9149,9,Injury_20DPI_rep1_SS200000147BL_B4,9149,4,3580.0,6303.0,inj,D,RIPC2,RIPC3
CELL.9150,CELL.9150,8,Injury_20DPI_rep1_SS200000147BL_B4,9150,5,3573.0,9779.0,uninj,D,NPTXEX,NPTXEX
CELL.9151,CELL.9151,1,Injury_20DPI_rep1_SS200000147BL_B4,9151,10,3575.0,9245.0,uninj,D,WNTRGC,WNTEGC
CELL.9152,CELL.9152,9,Injury_20DPI_rep1_SS200000147BL_B4,9152,4,3570.0,5977.0,inj,D,RIPC2,RIPC3
CELL.9153,CELL.9153,8,Injury_20DPI_rep1_SS200000147BL_B4,9153,5,3576.0,9841.0,uninj,D,NPTXEX,NPTXEX
CELL.9154,CELL.9154,8,Injury_20DPI_rep1_SS200000147BL_B4,9154,5,3578.0,9957.0,uninj,D,NPTXEX,NPTXEX
CELL.9155,CELL.9155,7,Injury_20DPI_rep1_SS200000147BL_B4,9155,9,3569.0,5371.0,inj,D,OBNBL,OBNBL
CELL.9156,CELL.9156,2,Injury_20DPI_rep1_SS200000147BL_B4,9156,2,3576.0,8915.0,uninj,D,DPEX,DPEX
CELL.9157,CELL.9157,8,Injury_20DPI_rep1_SS200000147BL_B4,9157,5,3566.0,9664.0,uninj,D,NPTXEX,NPTXEX
CELL.9158,CELL.9158,7,Injury_20DPI_rep1_SS200000147BL_B4,9158,12,3578.0,5445.0,inj,D,OLIGO,OLIGO
CELL.9159,CELL.9159,7,Injury_20DPI_rep1_SS200000147BL_B4,9159,9,3576.0,5193.0,inj,D,OBNBL,OBNBL
CELL.9160,CELL.9160,1,Injury_20DPI_rep1_SS200000147BL_B4,9160,1,3580.0,6056.0,inj,D,DIPC,TLNBL
CELL.9161,CELL.9161,9,Injury_20DPI_rep1_SS200000147BL_B4,9161,4,3572.0,6274.0,inj,D,RIPC2,RIPC3
CELL.9162,CELL.9162,9,Injury_20DPI_rep1_SS200000147BL_B4,9162,4,3582.0,6458.0,inj,D,RIPC2,RIPC3
CELL.9163,CELL.9163,1,Injury_20DPI_rep1_SS200000147BL_B4,9163,10,3580.0,9269.0,uninj,D,WNTRGC,WNTEGC
CELL.9164,CELL.9164,7,Injury_20DPI_rep1_SS200000147BL_B4,9164,9,3581.0,5290.0,inj,D,OBNBL,OBNBL
CELL.9165,CELL.9165,9,Injury_20DPI_rep1_SS200000147BL_B4,9165,1,3580.0,6023.0,inj,D,SFRPRGC,SFRPEGC
CELL.9166,CELL.9166,9,Injury_20DPI_rep1_SS200000147BL_B4,9166,4,3579.0,6337.0,inj,D,RIPC2,RIPC3
CELL.9167,CELL.9167,2,Injury_20DPI_rep1_SS200000147BL_B4,9167,2,3585.0,7108.0,inj,D,Immature EX,TLNBL
CELL.9168,CELL.9168,2,Injury_20DPI_rep1_SS200000147BL_B4,9168,2,3583.0,7256.0,inj,D,DPEX,DPEX
CELL.9169,CELL.9169,1,Injury_20DPI_rep1_SS200000147BL_B4,9169,10,3572.0,9435.0,uninj,D,WNTRGC,WNTEGC
CELL.9170,CELL.9170,8,Injury_20DPI_rep1_SS200000147BL_B4,9170,5,3578.0,9692.0,uninj,D,NPTXEX,NPTXEX
CELL.9171,CELL.9171,7,Injury_20DPI_rep1_SS200000147BL_B4,9171,13,3585.0,5551.0,inj,D,SCGNIN,SCGNIN
CELL.9172,CELL.9172,9,Injury_20DPI_rep1_SS200000147BL_B4,9172,4,3583.0,5952.0,inj,D,RIPC2,RIPC3
CELL.9173,CELL.9173,9,Injury_20DPI_rep1_SS200000147BL_B4,9173,4,3581.0,6000.0,inj,D,RIPC2,RIPC3
CELL.9174,CELL.9174,2,Injury_20DPI_rep1_SS200000147BL_B4,9174,2,3578.0,8828.0,uninj,D,DPEX,DPEX
CELL.9175,CELL.9175,8,Injury_20DPI_rep1_SS200000147BL_B4,9175,5,3583.0,9873.0,uninj,D,NPTXEX,NPTXEX
CELL.9176,CELL.9176,8,Injury_20DPI_rep1_SS200000147BL_B4,9176,5,3571.0,9984.0,uninj,D,NPTXEX,NPTXEX
CELL.9177,CELL.9177,7,Injury_20DPI_rep1_SS200000147BL_B4,9177,12,3581.0,5007.0,inj,D,OLIGO,OLIGO
CELL.9178,CELL.9178,0,Injury_20DPI_rep1_SS200000147BL_B4,9178,0,3582.0,5874.0,inj,D,MSN,MSN
CELL.9179,CELL.9179,1,Injury_20DPI_rep1_SS200000147BL_B4,9179,10,3583.0,9179.0,uninj,D,WNTRGC,WNTEGC
CELL.9180,CELL.9180,1,Injury_20DPI_rep1_SS200000147BL_B4,9180,10,3576.0,9210.0,uninj,D,WNTRGC,WNTEGC
CELL.9181,CELL.9181,6,Injury_20DPI_rep1_SS200000147BL_B4,9181,4,3581.0,4771.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9182,CELL.9182,0,Injury_20DPI_rep1_SS200000147BL_B4,9182,0,3585.0,5669.0,inj,D,MSN,MSN
CELL.9183,CELL.9183,1,Injury_20DPI_rep1_SS200000147BL_B4,9183,1,3592.0,6714.0,inj,D,DIPC,TLNBL
CELL.9184,CELL.9184,2,Injury_20DPI_rep1_SS200000147BL_B4,9184,5,3585.0,7609.0,inj,D,NPTXEX,NPTXEX
CELL.9185,CELL.9185,7,Injury_20DPI_rep1_SS200000147BL_B4,9185,9,3585.0,5048.0,inj,D,OBNBL,OBNBL
CELL.9186,CELL.9186,7,Injury_20DPI_rep1_SS200000147BL_B4,9186,9,3582.0,5395.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9187,CELL.9187,1,Injury_20DPI_rep1_SS200000147BL_B4,9187,10,3585.0,9357.0,uninj,D,WNTRGC,WNTEGC
CELL.9188,CELL.9188,6,Injury_20DPI_rep1_SS200000147BL_B4,9188,9,3584.0,4956.0,inj,D,OBNBL,OBNBL
CELL.9189,CELL.9189,7,Injury_20DPI_rep1_SS200000147BL_B4,9189,9,3582.0,5244.0,inj,D,OBNBL,OBNBL
CELL.9190,CELL.9190,8,Injury_20DPI_rep1_SS200000147BL_B4,9190,5,3587.0,10016.0,uninj,D,NPTXEX,NPTXEX
CELL.9191,CELL.9191,8,Injury_20DPI_rep1_SS200000147BL_B4,9191,5,3585.0,10239.0,uninj,D,NPTXEX,NPTXEX
CELL.9192,CELL.9192,7,Injury_20DPI_rep1_SS200000147BL_B4,9192,9,3586.0,5168.0,inj,D,OBNBL,OBNBL
CELL.9193,CELL.9193,9,Injury_20DPI_rep1_SS200000147BL_B4,9193,4,3593.0,6427.0,inj,D,RIPC2,RIPC3
CELL.9194,CELL.9194,1,Injury_20DPI_rep1_SS200000147BL_B4,9194,10,3585.0,6960.0,inj,D,WNTRGC,WNTEGC
CELL.9195,CELL.9195,2,Injury_20DPI_rep1_SS200000147BL_B4,9195,2,3586.0,7313.0,inj,D,MPIN,MPIN
CELL.9196,CELL.9196,9,Injury_20DPI_rep1_SS200000147BL_B4,9196,4,3590.0,6387.0,inj,D,RIPC2,RIPC3
CELL.9197,CELL.9197,2,Injury_20DPI_rep1_SS200000147BL_B4,9197,2,3590.0,7142.0,inj,D,DPEX,DPEX
CELL.9198,CELL.9198,1,Injury_20DPI_rep1_SS200000147BL_B4,9198,10,3587.0,9307.0,uninj,D,WNTRGC,WNTEGC
CELL.9199,CELL.9199,8,Injury_20DPI_rep1_SS200000147BL_B4,9199,2,3586.0,10175.0,uninj,D,DPEX,DPEX
CELL.9200,CELL.9200,1,Injury_20DPI_rep1_SS200000147BL_B4,9200,4,3590.0,5843.0,inj,D,RIPC2,RIPC3
CELL.9201,CELL.9201,9,Injury_20DPI_rep1_SS200000147BL_B4,9201,4,3593.0,6222.0,inj,D,RIPC2,RIPC3
CELL.9202,CELL.9202,2,Injury_20DPI_rep1_SS200000147BL_B4,9202,2,3592.0,9063.0,uninj,D,DPEX,DPEX
CELL.9204,CELL.9204,0,Injury_20DPI_rep1_SS200000147BL_B4,9204,0,3589.0,5707.0,inj,D,MSN,MSN
CELL.9205,CELL.9205,2,Injury_20DPI_rep1_SS200000147BL_B4,9205,2,3589.0,7372.0,inj,D,DPEX,DPEX
CELL.9206,CELL.9206,2,Injury_20DPI_rep1_SS200000147BL_B4,9206,14,3590.0,8607.0,uninj,D,SSTIN,SSTIN
CELL.9207,CELL.9207,1,Injury_20DPI_rep1_SS200000147BL_B4,9207,10,3592.0,9528.0,uninj,D,WNTRGC,WNTEGC
CELL.9208,CELL.9208,1,Injury_20DPI_rep1_SS200000147BL_B4,9208,4,3595.0,6822.0,inj,D,REARGC,REAEGC
CELL.9209,CELL.9209,1,Injury_20DPI_rep1_SS200000147BL_B4,9209,10,3592.0,7017.0,inj,D,WNTRGC,WNTEGC
CELL.9210,CELL.9210,2,Injury_20DPI_rep1_SS200000147BL_B4,9210,2,3589.0,7403.0,inj,D,MPIN,MPIN
CELL.9211,CELL.9211,1,Injury_20DPI_rep1_SS200000147BL_B4,9211,1,3595.0,9604.0,uninj,D,Immature EX,TLNBL
CELL.9212,CELL.9212,7,Injury_20DPI_rep1_SS200000147BL_B4,9212,9,3588.0,5490.0,inj,D,OBNBL,OBNBL
CELL.9213,CELL.9213,1,Injury_20DPI_rep1_SS200000147BL_B4,9213,10,3589.0,6989.0,inj,D,WNTRGC,WNTEGC
CELL.9214,CELL.9214,8,Injury_20DPI_rep1_SS200000147BL_B4,9214,5,3590.0,10139.0,uninj,D,NPTXEX,NPTXEX
CELL.9215,CELL.9215,8,Injury_20DPI_rep1_SS200000147BL_B4,9215,5,3590.0,9724.0,uninj,D,NPTXEX,NPTXEX
CELL.9216,CELL.9216,8,Injury_20DPI_rep1_SS200000147BL_B4,9216,5,3599.0,9813.0,uninj,D,NPTXEX,NPTXEX
CELL.9217,CELL.9217,9,Injury_20DPI_rep1_SS200000147BL_B4,9217,4,3591.0,6136.0,inj,D,RIPC2,RIPC3
CELL.9218,CELL.9218,1,Injury_20DPI_rep1_SS200000147BL_B4,9218,10,3596.0,9481.0,uninj,D,WNTRGC,WNTEGC
CELL.9219,CELL.9219,8,Injury_20DPI_rep1_SS200000147BL_B4,9219,5,3594.0,9663.0,uninj,D,NPTXEX,NPTXEX
CELL.9220,CELL.9220,0,Injury_20DPI_rep1_SS200000147BL_B4,9220,0,3590.0,5766.0,inj,D,MSN,MSN
CELL.9221,CELL.9221,2,Injury_20DPI_rep1_SS200000147BL_B4,9221,2,3599.0,8892.0,uninj,D,DPEX,DPEX
CELL.9222,CELL.9222,1,Injury_20DPI_rep1_SS200000147BL_B4,9222,10,3597.0,9135.0,uninj,D,WNTRGC,WNTEGC
CELL.9223,CELL.9223,9,Injury_20DPI_rep1_SS200000147BL_B4,9223,4,3593.0,5927.0,inj,D,RIPC2,RIPC3
CELL.9224,CELL.9224,9,Injury_20DPI_rep1_SS200000147BL_B4,9224,4,3603.0,6330.0,inj,D,RIPC2,RIPC3
CELL.9225,CELL.9225,1,Injury_20DPI_rep1_SS200000147BL_B4,9225,10,3599.0,7062.0,inj,D,WNTRGC,WNTEGC
CELL.9226,CELL.9226,2,Injury_20DPI_rep1_SS200000147BL_B4,9226,3,3598.0,7655.0,inj,D,CMPN,CMPN
CELL.9227,CELL.9227,1,Injury_20DPI_rep1_SS200000147BL_B4,9227,10,3597.0,9381.0,uninj,D,WNTRGC,WNTEGC
CELL.9228,CELL.9228,8,Injury_20DPI_rep1_SS200000147BL_B4,9228,5,3598.0,10210.0,uninj,D,NPTXEX,NPTXEX
CELL.9229,CELL.9229,1,Injury_20DPI_rep1_SS200000147BL_B4,9229,10,3606.0,6942.0,inj,D,WNTRGC,WNTEGC
CELL.9230,CELL.9230,1,Injury_20DPI_rep1_SS200000147BL_B4,9230,10,3596.0,9551.0,uninj,D,WNTRGC,WNTEGC
CELL.9231,CELL.9231,8,Injury_20DPI_rep1_SS200000147BL_B4,9231,5,3589.0,10058.0,uninj,D,NPTXEX,NPTXEX
CELL.9232,CELL.9232,9,Injury_20DPI_rep1_SS200000147BL_B4,9232,4,3600.0,6199.0,inj,D,RIPC2,RIPC3
CELL.9233,CELL.9233,1,Injury_20DPI_rep1_SS200000147BL_B4,9233,4,3605.0,6766.0,inj,D,RIPC2,RIPC3
CELL.9234,CELL.9234,1,Injury_20DPI_rep1_SS200000147BL_B4,9234,10,3608.0,6900.0,inj,D,WNTRGC,WNTEGC
CELL.9235,CELL.9235,2,Injury_20DPI_rep1_SS200000147BL_B4,9235,5,3587.0,7502.0,inj,D,NPTXEX,NPTXEX
CELL.9236,CELL.9236,1,Injury_20DPI_rep1_SS200000147BL_B4,9236,10,3601.0,9161.0,uninj,D,WNTRGC,WNTEGC
CELL.9237,CELL.9237,1,Injury_20DPI_rep1_SS200000147BL_B4,9237,10,3605.0,9319.0,uninj,D,WNTRGC,WNTEGC
CELL.9238,CELL.9238,1,Injury_20DPI_rep1_SS200000147BL_B4,9238,10,3603.0,9433.0,uninj,D,WNTRGC,WNTEGC
CELL.9239,CELL.9239,0,Injury_20DPI_rep1_SS200000147BL_B4,9239,0,3600.0,5614.0,inj,D,MSN,MSN
CELL.9240,CELL.9240,1,Injury_20DPI_rep1_SS200000147BL_B4,9240,1,3602.0,6040.0,inj,D,SFRPRGC,SFRPEGC
CELL.9241,CELL.9241,9,Injury_20DPI_rep1_SS200000147BL_B4,9241,4,3605.0,6068.0,inj,D,RIPC2,RIPC3
CELL.9243,CELL.9243,2,Injury_20DPI_rep1_SS200000147BL_B4,9243,2,3599.0,8984.0,uninj,D,DPEX,DPEX
CELL.9244,CELL.9244,8,Injury_20DPI_rep1_SS200000147BL_B4,9244,5,3601.0,9861.0,uninj,D,NPTXEX,NPTXEX
CELL.9246,CELL.9246,7,Injury_20DPI_rep1_SS200000147BL_B4,9246,9,3608.0,5513.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9247,CELL.9247,0,Injury_20DPI_rep1_SS200000147BL_B4,9247,0,3603.0,5887.0,inj,D,MSN,MSN
CELL.9249,CELL.9249,6,Injury_20DPI_rep1_SS200000147BL_B4,9249,5,3607.0,10424.0,uninj,D,NPTXEX,NPTXEX
CELL.9250,CELL.9250,9,Injury_20DPI_rep1_SS200000147BL_B4,9250,4,3599.0,6356.0,inj,D,RIPC2,RIPC3
CELL.9251,CELL.9251,1,Injury_20DPI_rep1_SS200000147BL_B4,9251,10,3613.0,7036.0,inj,D,WNTRGC,WNTEGC
CELL.9252,CELL.9252,9,Injury_20DPI_rep1_SS200000147BL_B4,9252,4,3599.0,6248.0,inj,D,RIPC2,RIPC3
CELL.9253,CELL.9253,2,Injury_20DPI_rep1_SS200000147BL_B4,9253,2,3608.0,8704.0,uninj,D,DPEX,DPEX
CELL.9254,CELL.9254,8,Injury_20DPI_rep1_SS200000147BL_B4,9254,5,3604.0,9791.0,uninj,D,NPTXEX,NPTXEX
CELL.9255,CELL.9255,8,Injury_20DPI_rep1_SS200000147BL_B4,9255,5,3600.0,9919.0,uninj,D,NPTXEX,NPTXEX
CELL.9256,CELL.9256,7,Injury_20DPI_rep1_SS200000147BL_B4,9256,9,3610.0,5102.0,inj,D,OBNBL,OBNBL
CELL.9257,CELL.9257,2,Injury_20DPI_rep1_SS200000147BL_B4,9257,8,3606.0,7189.0,inj,D,MPEX,MPEX
CELL.9258,CELL.9258,2,Injury_20DPI_rep1_SS200000147BL_B4,9258,2,3610.0,7243.0,inj,D,DPEX,DPEX
CELL.9259,CELL.9259,1,Injury_20DPI_rep1_SS200000147BL_B4,9259,10,3605.0,9260.0,uninj,D,WNTRGC,WNTEGC
CELL.9260,CELL.9260,8,Injury_20DPI_rep1_SS200000147BL_B4,9260,5,3604.0,9689.0,uninj,D,NPTXEX,NPTXEX
CELL.9261,CELL.9261,8,Injury_20DPI_rep1_SS200000147BL_B4,9261,5,3605.0,9836.0,uninj,D,NPTXEX,NPTXEX
CELL.9262,CELL.9262,7,Injury_20DPI_rep1_SS200000147BL_B4,9262,9,3610.0,5280.0,inj,D,OBNBL,OBNBL
CELL.9263,CELL.9263,9,Injury_20DPI_rep1_SS200000147BL_B4,9263,4,3602.0,6103.0,inj,D,RIPC2,RIPC3
CELL.9264,CELL.9264,2,Injury_20DPI_rep1_SS200000147BL_B4,9264,2,3607.0,9100.0,uninj,D,Immature EX,TLNBL
CELL.9265,CELL.9265,8,Injury_20DPI_rep1_SS200000147BL_B4,9265,5,3610.0,9757.0,uninj,D,NPTXEX,NPTXEX
CELL.9266,CELL.9266,7,Injury_20DPI_rep1_SS200000147BL_B4,9266,4,3609.0,5377.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9267,CELL.9267,9,Injury_20DPI_rep1_SS200000147BL_B4,9267,4,3608.0,6474.0,inj,D,RIPC2,RIPC3
CELL.9268,CELL.9268,2,Injury_20DPI_rep1_SS200000147BL_B4,9268,2,3606.0,7284.0,inj,D,DPEX,DPEX
CELL.9269,CELL.9269,9,Injury_20DPI_rep1_SS200000147BL_B4,9269,4,3608.0,6289.0,inj,D,RIPC2,RIPC3
CELL.9270,CELL.9270,8,Injury_20DPI_rep1_SS200000147BL_B4,9270,5,3604.0,10110.0,uninj,D,NPTXEX,NPTXEX
CELL.9271,CELL.9271,1,Injury_20DPI_rep1_SS200000147BL_B4,9271,1,3612.0,6672.0,inj,D,DIPC,TLNBL
CELL.9272,CELL.9272,1,Injury_20DPI_rep1_SS200000147BL_B4,9272,5,3597.0,9635.0,uninj,D,NPTXEX,NPTXEX
CELL.9273,CELL.9273,2,Injury_20DPI_rep1_SS200000147BL_B4,9273,2,3605.0,7341.0,inj,D,MPIN,MPIN
CELL.9274,CELL.9274,1,Injury_20DPI_rep1_SS200000147BL_B4,9274,10,3616.0,9342.0,uninj,D,WNTRGC,WNTEGC
CELL.9275,CELL.9275,8,Injury_20DPI_rep1_SS200000147BL_B4,9275,5,3612.0,9971.0,uninj,D,NPTXEX,NPTXEX
CELL.9276,CELL.9276,1,Injury_20DPI_rep1_SS200000147BL_B4,9276,0,3611.0,5848.0,inj,D,MSN,MSN
CELL.9277,CELL.9277,8,Injury_20DPI_rep1_SS200000147BL_B4,9277,5,3612.0,10082.0,uninj,D,NPTXEX,NPTXEX
CELL.9279,CELL.9279,6,Injury_20DPI_rep1_SS200000147BL_B4,9279,4,3611.0,7854.0,inj,D,Immature Neuron-Wound,RIPC4
CELL.9280,CELL.9280,2,Injury_20DPI_rep1_SS200000147BL_B4,9280,2,3614.0,9015.0,uninj,D,DPEX,DPEX
CELL.9281,CELL.9281,9,Injury_20DPI_rep1_SS200000147BL_B4,9281,4,3611.0,6397.0,inj,D,RIPC2,RIPC3
CELL.9282,CELL.9282,1,Injury_20DPI_rep1_SS200000147BL_B4,9282,4,3613.0,6846.0,inj,D,REARGC,REAEGC
CELL.9283,CELL.9283,1,Injury_20DPI_rep1_SS200000147BL_B4,9283,10,3617.0,9283.0,uninj,D,WNTRGC,WNTEGC
CELL.9284,CELL.9284,8,Injury_20DPI_rep1_SS200000147BL_B4,9284,5,3615.0,10141.0,uninj,D,NPTXEX,NPTXEX
CELL.9285,CELL.9285,7,Injury_20DPI_rep1_SS200000147BL_B4,9285,9,3617.0,5483.0,inj,D,OBNBL,OBNBL
