,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,inj_M_L,x_center,y_center,Annotation_Final,Annotation_0306
CELL.8403,CELL.8403,2,Injury_15DPI_rep2_FP200000266TR_E2,8403,4,SFRP1RGC,uninj,D,NO,3113.0,4746.0,SFRPRGC,SFRPEGC
CELL.8404,CELL.8404,4,Injury_15DPI_rep2_FP200000266TR_E2,8404,0,DPEX,uninj,D,NO,3113.0,3634.0,DPEX,DPEX
CELL.8405,CELL.8405,6,Injury_15DPI_rep2_FP200000266TR_E2,8405,0,IMC,uninj,D,NO,3118.0,3532.0,DPEX,DPEX
CELL.8406,CELL.8406,9,Injury_15DPI_rep2_FP200000266TR_E2,8406,13,Immature NPTXEX,inj,D,inj_D_LP,3112.0,272.0,Immature Neuron-Wound,IMN
CELL.8407,CELL.8407,12,Injury_15DPI_rep2_FP200000266TR_E2,8407,16,REARGC,inj,D,inj_D_MP,3123.0,1578.0,REARGC,REAEGC
CELL.8408,CELL.8408,4,Injury_15DPI_rep2_FP200000266TR_E2,8408,0,MPEX,inj,D,inj_D_MP,3116.0,1873.0,MPEX,MPEX
CELL.8409,CELL.8409,4,Injury_15DPI_rep2_FP200000266TR_E2,8409,1,VLMC,inj,D,inj_D_MP,3116.0,2147.0,VLMC,VLMC
CELL.8410,CELL.8410,11,Injury_15DPI_rep2_FP200000266TR_E2,8410,17,CP,inj,D,inj_D_LP,3121.0,1086.0,VLMC,VLMC
CELL.8411,CELL.8411,0,Injury_15DPI_rep2_FP200000266TR_E2,8411,1,VLMC,inj,D,inj_D_MP,3119.0,2453.0,VLMC,VLMC
CELL.8412,CELL.8412,2,Injury_15DPI_rep2_FP200000266TR_E2,8412,6,WNTRGC,uninj,D,NO,3123.0,3908.0,WNTRGC,WNTEGC
CELL.8413,CELL.8413,9,Injury_15DPI_rep2_FP200000266TR_E2,8413,13,Immature NPTXEX,inj,D,inj_D_LP,3119.0,340.0,Immature Neuron-Wound,IMN
CELL.8414,CELL.8414,9,Injury_15DPI_rep2_FP200000266TR_E2,8414,13,Immature NPTXEX,inj,D,inj_D_LP,3127.0,556.0,Immature Neuron-Wound,IMN
CELL.8416,CELL.8416,4,Injury_15DPI_rep2_FP200000266TR_E2,8416,0,MPEX,uninj,D,NO,3120.0,3676.0,MPEX,MPEX
CELL.8417,CELL.8417,2,Injury_15DPI_rep2_FP200000266TR_E2,8417,4,SFRP1RGC,uninj,D,NO,3113.0,4807.0,SFRPRGC,SFRPEGC
CELL.8419,CELL.8419,9,Injury_15DPI_rep2_FP200000266TR_E2,8419,1,VLMC,inj,D,inj_D_LP,3119.0,466.0,VLMC,VLMC
CELL.8420,CELL.8420,9,Injury_15DPI_rep2_FP200000266TR_E2,8420,11,REARGC,inj,D,inj_D_LP,3122.0,768.0,REARGC,REAEGC
CELL.8421,CELL.8421,12,Injury_15DPI_rep2_FP200000266TR_E2,8421,11,DMIN,inj,D,inj_D_MP,3121.0,1549.0,REARGC,REAEGC
CELL.8423,CELL.8423,2,Injury_15DPI_rep2_FP200000266TR_E2,8423,6,WNTRGC,uninj,D,NO,3127.0,4019.0,WNTRGC,WNTEGC
CELL.8426,CELL.8426,2,Injury_15DPI_rep2_FP200000266TR_E2,8426,6,WNTRGC,uninj,D,NO,3128.0,3930.0,WNTRGC,WNTEGC
CELL.8427,CELL.8427,2,Injury_15DPI_rep2_FP200000266TR_E2,8427,4,SFRP1RGC,uninj,D,NO,3125.0,4718.0,SFRPRGC,SFRPEGC
CELL.8428,CELL.8428,4,Injury_15DPI_rep2_FP200000266TR_E2,8428,0,MPEX,inj,D,inj_D_MP,3134.0,1745.0,MPEX,MPEX
CELL.8429,CELL.8429,10,Injury_15DPI_rep2_FP200000266TR_E2,8429,18,OLIGO,uninj,D,NO,3125.0,4991.0,OLIGO,OLIGO
CELL.8430,CELL.8430,4,Injury_15DPI_rep2_FP200000266TR_E2,8430,0,DPEX,inj,D,inj_D_MP,3129.0,1985.0,DPEX,DPEX
CELL.8431,CELL.8431,0,Injury_15DPI_rep2_FP200000266TR_E2,8431,1,CP,uninj,D,NO,3132.0,4165.0,VLMC,VLMC
CELL.8432,CELL.8432,2,Injury_15DPI_rep2_FP200000266TR_E2,8432,4,SFRP1RGC,uninj,D,NO,3131.0,4874.0,SFRPRGC,SFRPEGC
CELL.8433,CELL.8433,8,Injury_15DPI_rep2_FP200000266TR_E2,8433,7,OBNBL,uninj,D,NO,3118.0,5270.0,OBNBL,OBNBL
CELL.8434,CELL.8434,9,Injury_15DPI_rep2_FP200000266TR_E2,8434,11,DMIN,inj,D,inj_D_LP,3118.0,618.0,REARGC,REAEGC
CELL.8435,CELL.8435,6,Injury_15DPI_rep2_FP200000266TR_E2,8435,0,DPEX,uninj,D,NO,3135.0,3654.0,DPEX,DPEX
CELL.8436,CELL.8436,6,Injury_15DPI_rep2_FP200000266TR_E2,8436,0,DPEX,uninj,D,NO,3129.0,3710.0,DPEX,DPEX
CELL.8437,CELL.8437,6,Injury_15DPI_rep2_FP200000266TR_E2,8437,0,MPEX,uninj,D,NO,3132.0,3806.0,MPEX,MPEX
CELL.8438,CELL.8438,10,Injury_15DPI_rep2_FP200000266TR_E2,8438,18,OLIGO,uninj,D,NO,3129.0,4961.0,OLIGO,OLIGO
CELL.8439,CELL.8439,10,Injury_15DPI_rep2_FP200000266TR_E2,8439,10,NPTXEX,uninj,D,NO,3127.0,5248.0,NPTXEX,NPTXEX
CELL.8440,CELL.8440,0,Injury_15DPI_rep2_FP200000266TR_E2,8440,13,IMC,uninj,D,NO,3126.0,5510.0,Microglia,MCG
CELL.8441,CELL.8441,9,Injury_15DPI_rep2_FP200000266TR_E2,8441,11,REARGC,inj,D,inj_D_LP,3122.0,650.0,REARGC,REAEGC
CELL.8442,CELL.8442,6,Injury_15DPI_rep2_FP200000266TR_E2,8442,0,DPEX,uninj,D,NO,3134.0,3886.0,DPEX,DPEX
CELL.8443,CELL.8443,2,Injury_15DPI_rep2_FP200000266TR_E2,8443,4,SFRP1RGC,uninj,D,NO,3134.0,4770.0,SFRPRGC,SFRPEGC
CELL.8444,CELL.8444,10,Injury_15DPI_rep2_FP200000266TR_E2,8444,0,DPEX,uninj,D,NO,3132.0,5220.0,DPEX,DPEX
CELL.8445,CELL.8445,10,Injury_15DPI_rep2_FP200000266TR_E2,8445,7,OBNBL,uninj,D,NO,3130.0,5293.0,OBNBL,OBNBL
CELL.8446,CELL.8446,12,Injury_15DPI_rep2_FP200000266TR_E2,8446,16,REARGC,inj,D,inj_D_MP,3129.0,1454.0,REARGC,REAEGC
CELL.8447,CELL.8447,4,Injury_15DPI_rep2_FP200000266TR_E2,8447,0,MPEX,inj,D,inj_D_MP,3132.0,1676.0,MPEX,MPEX
CELL.8448,CELL.8448,4,Injury_15DPI_rep2_FP200000266TR_E2,8448,0,MPEX,inj,D,inj_D_MP,3134.0,1892.0,MPEX,MPEX
CELL.8449,CELL.8449,10,Injury_15DPI_rep2_FP200000266TR_E2,8449,10,NPTXEX,uninj,D,NO,3124.0,5328.0,NPTXEX,NPTXEX
CELL.8450,CELL.8450,9,Injury_15DPI_rep2_FP200000266TR_E2,8450,13,Immature NPTXEX,inj,D,inj_D_LP,3130.0,429.0,Immature Neuron-Wound,IMN
CELL.8451,CELL.8451,4,Injury_15DPI_rep2_FP200000266TR_E2,8451,0,MPEX,inj,D,inj_D_MP,3135.0,1780.0,MPEX,MPEX
CELL.8452,CELL.8452,6,Injury_15DPI_rep2_FP200000266TR_E2,8452,13,IMC,uninj,D,NO,3135.0,3601.0,Microglia,MCG
CELL.8453,CELL.8453,2,Injury_15DPI_rep2_FP200000266TR_E2,8453,4,SFRP1RGC,uninj,D,NO,3147.0,4663.0,SFRPRGC,SFRPEGC
CELL.8454,CELL.8454,0,Injury_15DPI_rep2_FP200000266TR_E2,8454,9,VLMC,uninj,D,NO,3137.0,2958.0,VLMC,VLMC
CELL.8455,CELL.8455,10,Injury_15DPI_rep2_FP200000266TR_E2,8455,10,NPTXEX,uninj,D,NO,3136.0,5046.0,NPTXEX,NPTXEX
CELL.8456,CELL.8456,10,Injury_15DPI_rep2_FP200000266TR_E2,8456,10,NPTXEX,uninj,D,NO,3138.0,5133.0,NPTXEX,NPTXEX
CELL.8457,CELL.8457,2,Injury_15DPI_rep2_FP200000266TR_E2,8457,6,WNTRGC,uninj,D,NO,3135.0,3983.0,WNTRGC,WNTEGC
CELL.8459,CELL.8459,10,Injury_15DPI_rep2_FP200000266TR_E2,8459,18,OLIGO,uninj,D,NO,3135.0,4933.0,OLIGO,OLIGO
CELL.8460,CELL.8460,2,Injury_15DPI_rep2_FP200000266TR_E2,8460,4,SFRP1RGC,uninj,D,NO,3137.0,4849.0,SFRPRGC,SFRPEGC
CELL.8461,CELL.8461,2,Injury_15DPI_rep2_FP200000266TR_E2,8461,4,SFRP1RGC,uninj,D,NO,3138.0,4823.0,SFRPRGC,SFRPEGC
CELL.8462,CELL.8462,0,Injury_15DPI_rep2_FP200000266TR_E2,8462,9,VLMC,uninj,D,NO,3135.0,5418.0,VLMC,VLMC
CELL.8464,CELL.8464,0,Injury_15DPI_rep2_FP200000266TR_E2,8464,1,VLMC,inj,D,inj_D_MP,3130.0,1407.0,VLMC,VLMC
CELL.8465,CELL.8465,9,Injury_15DPI_rep2_FP200000266TR_E2,8465,13,Immature NPTXEX,inj,D,inj_D_LP,3139.0,594.0,Immature Neuron-Wound,IMN
CELL.8466,CELL.8466,4,Injury_15DPI_rep2_FP200000266TR_E2,8466,0,DPEX,inj,D,inj_D_MP,3135.0,2039.0,DPEX,DPEX
CELL.8467,CELL.8467,4,Injury_15DPI_rep2_FP200000266TR_E2,8467,8,SSTIN,uninj,D,NO,3138.0,3306.0,SSTIN,SSTIN
CELL.8468,CELL.8468,12,Injury_15DPI_rep2_FP200000266TR_E2,8468,16,REARGC,inj,D,inj_D_MP,3141.0,1516.0,REARGC,REAEGC
CELL.8469,CELL.8469,9,Injury_15DPI_rep2_FP200000266TR_E2,8469,13,Immature NPTXEX,inj,D,inj_D_LP,3142.0,527.0,Immature Neuron-Wound,IMN
CELL.8470,CELL.8470,6,Injury_15DPI_rep2_FP200000266TR_E2,8470,8,SSTIN,uninj,D,NO,3131.0,3486.0,SSTIN,SSTIN
CELL.8471,CELL.8471,4,Injury_15DPI_rep2_FP200000266TR_E2,8471,0,Immature NPTXEX,inj,D,inj_D_LP,3143.0,369.0,DPEX,DPEX
CELL.8472,CELL.8472,0,Injury_15DPI_rep2_FP200000266TR_E2,8472,17,CP,inj,D,inj_D_MP,3137.0,1126.0,VLMC,VLMC
CELL.8473,CELL.8473,0,Injury_15DPI_rep2_FP200000266TR_E2,8473,1,VLMC,inj,D,inj_D_MP,3142.0,2159.0,VLMC,VLMC
CELL.8474,CELL.8474,6,Injury_15DPI_rep2_FP200000266TR_E2,8474,8,SSTIN,uninj,D,NO,3134.0,3281.0,SSTIN,SSTIN
CELL.8476,CELL.8476,0,Injury_15DPI_rep2_FP200000266TR_E2,8476,1,CP,uninj,D,NO,3140.0,4216.0,VLMC,VLMC
CELL.8477,CELL.8477,2,Injury_15DPI_rep2_FP200000266TR_E2,8477,6,WNTRGC,uninj,D,NO,3145.0,4625.0,WNTRGC,WNTEGC
CELL.8478,CELL.8478,2,Injury_15DPI_rep2_FP200000266TR_E2,8478,4,SFRP1RGC,uninj,D,NO,3137.0,4697.0,SFRPRGC,SFRPEGC
CELL.8479,CELL.8479,9,Injury_15DPI_rep2_FP200000266TR_E2,8479,11,REARGC,inj,D,inj_D_LP,3144.0,728.0,REARGC,REAEGC
CELL.8480,CELL.8480,9,Injury_15DPI_rep2_FP200000266TR_E2,8480,11,REARGC,inj,D,inj_D_LP,3145.0,757.0,REARGC,REAEGC
CELL.8481,CELL.8481,4,Injury_15DPI_rep2_FP200000266TR_E2,8481,8,SSTIN,uninj,D,NO,3139.0,3328.0,SSTIN,SSTIN
CELL.8482,CELL.8482,10,Injury_15DPI_rep2_FP200000266TR_E2,8482,10,NPTXEX,uninj,D,NO,3144.0,5097.0,NPTXEX,NPTXEX
CELL.8483,CELL.8483,9,Injury_15DPI_rep2_FP200000266TR_E2,8483,13,Immature NPTXEX,inj,D,inj_D_LP,3141.0,295.0,Immature Neuron-Wound,IMN
CELL.8484,CELL.8484,12,Injury_15DPI_rep2_FP200000266TR_E2,8484,16,REARGC,inj,D,inj_D_MP,3147.0,1475.0,REARGC,REAEGC
CELL.8485,CELL.8485,0,Injury_15DPI_rep2_FP200000266TR_E2,8485,9,VLMC,inj,D,inj_D_MP,3151.0,2449.0,VLMC,VLMC
CELL.8486,CELL.8486,4,Injury_15DPI_rep2_FP200000266TR_E2,8486,0,MPEX,uninj,D,NO,3144.0,3433.0,MPEX,MPEX
CELL.8487,CELL.8487,10,Injury_15DPI_rep2_FP200000266TR_E2,8487,10,NPTXEX,uninj,D,NO,3142.0,5017.0,NPTXEX,NPTXEX
CELL.8488,CELL.8488,9,Injury_15DPI_rep2_FP200000266TR_E2,8488,13,Immature NPTXEX,inj,D,inj_D_LP,3146.0,341.0,Immature Neuron-Wound,IMN
CELL.8490,CELL.8490,4,Injury_15DPI_rep2_FP200000266TR_E2,8490,0,MPEX,inj,D,inj_D_MP,3146.0,1644.0,MPEX,MPEX
CELL.8491,CELL.8491,2,Injury_15DPI_rep2_FP200000266TR_E2,8491,4,SFRP1RGC,uninj,D,NO,3142.0,4741.0,SFRPRGC,SFRPEGC
CELL.8492,CELL.8492,2,Injury_15DPI_rep2_FP200000266TR_E2,8492,4,SFRP1RGC,uninj,D,NO,3146.0,4904.0,SFRPRGC,SFRPEGC
CELL.8493,CELL.8493,9,Injury_15DPI_rep2_FP200000266TR_E2,8493,11,REARGC,inj,D,inj_D_LP,3149.0,688.0,REARGC,REAEGC
CELL.8494,CELL.8494,12,Injury_15DPI_rep2_FP200000266TR_E2,8494,1,CP,inj,D,inj_D_MP,3146.0,1439.0,VLMC,VLMC
CELL.8495,CELL.8495,0,Injury_15DPI_rep2_FP200000266TR_E2,8495,1,CP,uninj,D,NO,3150.0,4251.0,VLMC,VLMC
CELL.8496,CELL.8496,10,Injury_15DPI_rep2_FP200000266TR_E2,8496,10,NPTXEX,uninj,D,NO,3145.0,5159.0,NPTXEX,NPTXEX
CELL.8499,CELL.8499,0,Injury_15DPI_rep2_FP200000266TR_E2,8499,9,VLMC,uninj,D,NO,3148.0,5499.0,VLMC,VLMC
CELL.8500,CELL.8500,9,Injury_15DPI_rep2_FP200000266TR_E2,8500,13,Immature NPTXEX,inj,D,inj_D_LP,3154.0,314.0,Immature Neuron-Wound,IMN
CELL.8501,CELL.8501,0,Injury_15DPI_rep2_FP200000266TR_E2,8501,17,CP,inj,D,inj_D_MP,3156.0,1152.0,VLMC,VLMC
CELL.8502,CELL.8502,12,Injury_15DPI_rep2_FP200000266TR_E2,8502,16,REARGC,inj,D,inj_D_MP,3154.0,1549.0,REARGC,REAEGC
CELL.8503,CELL.8503,0,Injury_15DPI_rep2_FP200000266TR_E2,8503,17,CP,inj,D,inj_D_LP,3160.0,908.0,VLMC,VLMC
CELL.8505,CELL.8505,10,Injury_15DPI_rep2_FP200000266TR_E2,8505,10,NPTXEX,uninj,D,NO,3155.0,5186.0,NPTXEX,NPTXEX
CELL.8506,CELL.8506,4,Injury_15DPI_rep2_FP200000266TR_E2,8506,0,DPEX,inj,D,inj_D_MP,3156.0,1846.0,MPEX,MPEX
CELL.8507,CELL.8507,10,Injury_15DPI_rep2_FP200000266TR_E2,8507,10,NPTXEX,uninj,D,NO,3156.0,5239.0,NPTXEX,NPTXEX
CELL.8509,CELL.8509,10,Injury_15DPI_rep2_FP200000266TR_E2,8509,10,NPTXEX,uninj,D,NO,3152.0,5066.0,NPTXEX,NPTXEX
CELL.8510,CELL.8510,9,Injury_15DPI_rep2_FP200000266TR_E2,8510,11,DMIN,inj,D,inj_D_LP,3161.0,618.0,REARGC,REAEGC
CELL.8512,CELL.8512,10,Injury_15DPI_rep2_FP200000266TR_E2,8512,8,SSTIN,uninj,D,NO,3156.0,5276.0,SSTIN,SSTIN
CELL.8513,CELL.8513,6,Injury_15DPI_rep2_FP200000266TR_E2,8513,0,DPEX,uninj,D,NO,3164.0,3759.0,DPEX,DPEX
CELL.8515,CELL.8515,4,Injury_15DPI_rep2_FP200000266TR_E2,8515,0,DPEX,uninj,D,NO,3156.0,3578.0,DPEX,DPEX
CELL.8516,CELL.8516,9,Injury_15DPI_rep2_FP200000266TR_E2,8516,11,REARGC,inj,D,inj_D_LP,3164.0,647.0,REARGC,REAEGC
CELL.8517,CELL.8517,9,Injury_15DPI_rep2_FP200000266TR_E2,8517,11,REARGC,inj,D,inj_D_LP,3151.0,790.0,REARGC,REAEGC
CELL.8518,CELL.8518,4,Injury_15DPI_rep2_FP200000266TR_E2,8518,0,MPEX,uninj,D,NO,3158.0,3537.0,MPEX,MPEX
CELL.8519,CELL.8519,6,Injury_15DPI_rep2_FP200000266TR_E2,8519,0,DPEX,uninj,D,NO,3160.0,3871.0,DPEX,DPEX
CELL.8520,CELL.8520,2,Injury_15DPI_rep2_FP200000266TR_E2,8520,6,WNTRGC,uninj,D,NO,3153.0,3947.0,WNTRGC,WNTEGC
CELL.8522,CELL.8522,2,Injury_15DPI_rep2_FP200000266TR_E2,8522,4,SFRP1RGC,uninj,D,NO,3156.0,4851.0,SFRPRGC,SFRPEGC
CELL.8523,CELL.8523,10,Injury_15DPI_rep2_FP200000266TR_E2,8523,10,NPTXEX,uninj,D,NO,3156.0,5346.0,NPTXEX,NPTXEX
CELL.8525,CELL.8525,4,Injury_15DPI_rep2_FP200000266TR_E2,8525,0,MPEX,inj,D,inj_D_MP,3155.0,1900.0,MPEX,MPEX
CELL.8526,CELL.8526,4,Injury_15DPI_rep2_FP200000266TR_E2,8526,0,MPEX,inj,D,inj_D_MP,3161.0,1938.0,MPEX,MPEX
CELL.8527,CELL.8527,2,Injury_15DPI_rep2_FP200000266TR_E2,8527,13,IMC,uninj,D,NO,3160.0,3911.0,Microglia,MCG
CELL.8528,CELL.8528,10,Injury_15DPI_rep2_FP200000266TR_E2,8528,10,NPTXEX,uninj,D,NO,3158.0,4978.0,NPTXEX,NPTXEX
CELL.8529,CELL.8529,9,Injury_15DPI_rep2_FP200000266TR_E2,8529,13,Immature NPTXEX,inj,D,inj_D_LP,3156.0,269.0,Immature Neuron-Wound,IMN
CELL.8531,CELL.8531,6,Injury_15DPI_rep2_FP200000266TR_E2,8531,0,DPEX,uninj,D,NO,3156.0,3822.0,DPEX,DPEX
CELL.8532,CELL.8532,2,Injury_15DPI_rep2_FP200000266TR_E2,8532,4,SFRP1RGC,uninj,D,NO,3159.0,4806.0,SFRPRGC,SFRPEGC
CELL.8533,CELL.8533,0,Injury_15DPI_rep2_FP200000266TR_E2,8533,17,CP,inj,D,inj_D_MP,3162.0,1118.0,VLMC,VLMC
CELL.8535,CELL.8535,12,Injury_15DPI_rep2_FP200000266TR_E2,8535,16,REARGC,inj,D,inj_D_MP,3164.0,1497.0,REARGC,REAEGC
CELL.8536,CELL.8536,4,Injury_15DPI_rep2_FP200000266TR_E2,8536,0,MPEX,inj,D,inj_D_MP,3162.0,1875.0,MPEX,MPEX
CELL.8537,CELL.8537,4,Injury_15DPI_rep2_FP200000266TR_E2,8537,0,DPEX,inj,D,inj_D_MP,3166.0,1966.0,DPEX,DPEX
CELL.8538,CELL.8538,6,Injury_15DPI_rep2_FP200000266TR_E2,8538,0,DPEX,uninj,D,NO,3170.0,3716.0,DPEX,DPEX
CELL.8539,CELL.8539,0,Injury_15DPI_rep2_FP200000266TR_E2,8539,1,CP,uninj,D,NO,3167.0,4160.0,VLMC,VLMC
CELL.8542,CELL.8542,2,Injury_15DPI_rep2_FP200000266TR_E2,8542,6,WNTRGC,uninj,D,NO,3165.0,3978.0,WNTRGC,WNTEGC
CELL.8544,CELL.8544,9,Injury_15DPI_rep2_FP200000266TR_E2,8544,13,Immature NPTXEX,inj,D,inj_D_LP,3162.0,402.0,Immature Neuron-Wound,IMN
CELL.8545,CELL.8545,4,Injury_15DPI_rep2_FP200000266TR_E2,8545,0,MPEX,inj,D,inj_D_MP,3163.0,1814.0,MPEX,MPEX
CELL.8546,CELL.8546,2,Injury_15DPI_rep2_FP200000266TR_E2,8546,4,SFRP1RGC,uninj,D,NO,3164.0,4828.0,SFRPRGC,SFRPEGC
CELL.8547,CELL.8547,10,Injury_15DPI_rep2_FP200000266TR_E2,8547,10,NPTXEX,uninj,D,NO,3174.0,4954.0,NPTXEX,NPTXEX
CELL.8548,CELL.8548,9,Injury_15DPI_rep2_FP200000266TR_E2,8548,13,Immature NPTXEX,inj,D,inj_D_LP,3168.0,453.0,Immature Neuron-Wound,IMN
CELL.8549,CELL.8549,2,Injury_15DPI_rep2_FP200000266TR_E2,8549,6,WNTRGC,uninj,D,NO,3168.0,4032.0,WNTRGC,WNTEGC
CELL.8551,CELL.8551,2,Injury_15DPI_rep2_FP200000266TR_E2,8551,4,SFRP1RGC,uninj,D,NO,3169.0,4756.0,SFRPRGC,SFRPEGC
CELL.8552,CELL.8552,0,Injury_15DPI_rep2_FP200000266TR_E2,8552,1,CP,inj,D,inj_D_LP,3172.0,955.0,VLMC,VLMC
CELL.8553,CELL.8553,2,Injury_15DPI_rep2_FP200000266TR_E2,8553,4,SFRP1RGC,uninj,D,NO,3172.0,4723.0,SFRPRGC,SFRPEGC
CELL.8554,CELL.8554,4,Injury_15DPI_rep2_FP200000266TR_E2,8554,0,MPEX,uninj,D,NO,3171.0,3800.0,MPEX,MPEX
CELL.8555,CELL.8555,10,Injury_15DPI_rep2_FP200000266TR_E2,8555,10,NPTXEX,uninj,D,NO,3176.0,4880.0,NPTXEX,NPTXEX
CELL.8557,CELL.8557,9,Injury_15DPI_rep2_FP200000266TR_E2,8557,13,Immature NPTXEX,inj,D,inj_D_LP,3163.0,492.0,Immature Neuron-Wound,IMN
CELL.8558,CELL.8558,9,Injury_15DPI_rep2_FP200000266TR_E2,8558,13,Immature NPTXEX,inj,D,inj_D_LP,3167.0,565.0,Immature Neuron-Wound,IMN
CELL.8559,CELL.8559,9,Injury_15DPI_rep2_FP200000266TR_E2,8559,11,REARGC,inj,D,inj_D_LP,3175.0,674.0,REARGC,REAEGC
CELL.8560,CELL.8560,6,Injury_15DPI_rep2_FP200000266TR_E2,8560,0,DPEX,uninj,D,NO,3172.0,3224.0,DPEX,DPEX
CELL.8561,CELL.8561,0,Injury_15DPI_rep2_FP200000266TR_E2,8561,1,VLMC,inj,D,inj_D_MP,3169.0,1404.0,VLMC,VLMC
CELL.8563,CELL.8563,6,Injury_15DPI_rep2_FP200000266TR_E2,8563,0,DPEX,uninj,D,NO,3172.0,3653.0,DPEX,DPEX
CELL.8564,CELL.8564,2,Injury_15DPI_rep2_FP200000266TR_E2,8564,6,WNTRGC,uninj,D,NO,3177.0,4001.0,WNTRGC,WNTEGC
CELL.8565,CELL.8565,9,Injury_15DPI_rep2_FP200000266TR_E2,8565,13,Immature NPTXEX,inj,D,inj_D_LP,3167.0,428.0,Immature Neuron-Wound,IMN
CELL.8566,CELL.8566,9,Injury_15DPI_rep2_FP200000266TR_E2,8566,13,Immature NPTXEX,inj,D,inj_D_LP,3179.0,593.0,Immature Neuron-Wound,IMN
CELL.8567,CELL.8567,6,Injury_15DPI_rep2_FP200000266TR_E2,8567,1,VLMC,inj,D,inj_D_MP,3174.0,2158.0,VLMC,VLMC
CELL.8569,CELL.8569,0,Injury_15DPI_rep2_FP200000266TR_E2,8569,1,VLMC,inj,D,inj_D_MP,3172.0,1436.0,VLMC,VLMC
CELL.8570,CELL.8570,2,Injury_15DPI_rep2_FP200000266TR_E2,8570,4,SFRP1RGC,uninj,D,NO,3171.0,4778.0,SFRPRGC,SFRPEGC
CELL.8571,CELL.8571,10,Injury_15DPI_rep2_FP200000266TR_E2,8571,10,NPTXEX,uninj,D,NO,3175.0,5134.0,NPTXEX,NPTXEX
CELL.8572,CELL.8572,6,Injury_15DPI_rep2_FP200000266TR_E2,8572,0,MPEX,uninj,D,NO,3173.0,3560.0,MPEX,MPEX
CELL.8573,CELL.8573,0,Injury_15DPI_rep2_FP200000266TR_E2,8573,1,VLMC,inj,D,inj_D_MP,3180.0,1378.0,VLMC,VLMC
CELL.8575,CELL.8575,0,Injury_15DPI_rep2_FP200000266TR_E2,8575,1,VLMC,inj,D,inj_D_LP,3179.0,897.0,VLMC,VLMC
CELL.8576,CELL.8576,6,Injury_15DPI_rep2_FP200000266TR_E2,8576,0,DPEX,inj,D,inj_D_MP,3176.0,2034.0,DPEX,DPEX
CELL.8577,CELL.8577,0,Injury_15DPI_rep2_FP200000266TR_E2,8577,1,CP,uninj,D,NO,3181.0,4193.0,VLMC,VLMC
CELL.8578,CELL.8578,10,Injury_15DPI_rep2_FP200000266TR_E2,8578,0,DPEX,uninj,D,NO,3178.0,5067.0,DPEX,DPEX
CELL.8579,CELL.8579,4,Injury_15DPI_rep2_FP200000266TR_E2,8579,6,WNTRGC,uninj,D,NO,3182.0,3897.0,WNTRGC,WNTEGC
CELL.8580,CELL.8580,10,Injury_15DPI_rep2_FP200000266TR_E2,8580,10,NPTXEX,uninj,D,NO,3171.0,4923.0,NPTXEX,NPTXEX
CELL.8581,CELL.8581,10,Injury_15DPI_rep2_FP200000266TR_E2,8581,10,NPTXEX,uninj,D,NO,3179.0,5241.0,NPTXEX,NPTXEX
CELL.8582,CELL.8582,0,Injury_15DPI_rep2_FP200000266TR_E2,8582,9,VLMC,uninj,D,NO,3184.0,2946.0,VLMC,VLMC
CELL.8583,CELL.8583,4,Injury_15DPI_rep2_FP200000266TR_E2,8583,0,DPEX,uninj,D,NO,3171.0,3389.0,DPEX,DPEX
CELL.8584,CELL.8584,6,Injury_15DPI_rep2_FP200000266TR_E2,8584,0,DPEX,uninj,D,NO,3180.0,3601.0,DPEX,DPEX
CELL.8586,CELL.8586,10,Injury_15DPI_rep2_FP200000266TR_E2,8586,10,NPTXEX,uninj,D,NO,3179.0,5017.0,NPTXEX,NPTXEX
CELL.8587,CELL.8587,10,Injury_15DPI_rep2_FP200000266TR_E2,8587,10,NPTXEX,uninj,D,NO,3177.0,5094.0,NPTXEX,NPTXEX
CELL.8588,CELL.8588,4,Injury_15DPI_rep2_FP200000266TR_E2,8588,0,MPEX,inj,D,inj_D_MP,3184.0,1910.0,MPEX,MPEX
CELL.8589,CELL.8589,4,Injury_15DPI_rep2_FP200000266TR_E2,8589,0,DPEX,inj,D,inj_D_MP,3183.0,2089.0,DPEX,DPEX
CELL.8590,CELL.8590,2,Injury_15DPI_rep2_FP200000266TR_E2,8590,4,SFRP1RGC,uninj,D,NO,3186.0,4641.0,SFRPRGC,SFRPEGC
CELL.8591,CELL.8591,9,Injury_15DPI_rep2_FP200000266TR_E2,8591,13,Immature NPTXEX,inj,D,inj_D_LP,3179.0,328.0,Immature Neuron-Wound,IMN
CELL.8592,CELL.8592,0,Injury_15DPI_rep2_FP200000266TR_E2,8592,9,VLMC,uninj,D,NO,3182.0,5488.0,VLMC,VLMC
CELL.8593,CELL.8593,12,Injury_15DPI_rep2_FP200000266TR_E2,8593,16,REARGC,inj,D,inj_D_MP,3181.0,1527.0,REARGC,REAEGC
CELL.8594,CELL.8594,6,Injury_15DPI_rep2_FP200000266TR_E2,8594,0,DPEX,uninj,D,NO,3185.0,3323.0,DPEX,DPEX
CELL.8595,CELL.8595,10,Injury_15DPI_rep2_FP200000266TR_E2,8595,10,NPTXEX,uninj,D,NO,3183.0,5273.0,NPTXEX,NPTXEX
