,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.18449,CELL.18449,8,Injury_20DPI_rep2_SS200000147BL_B4,18449,6,7923.0,5996.0,inj,D,WNTRGC,WNTEGC
CELL.18450,CELL.18450,9,Injury_20DPI_rep2_SS200000147BL_B4,18450,3,6702.0,6004.0,inj,D,RIPC2,RIPC4
CELL.18451,CELL.18451,9,Injury_20DPI_rep2_SS200000147BL_B4,18451,3,6922.0,6003.0,inj,D,Microglia,MCG
CELL.18452,CELL.18452,10,Injury_20DPI_rep2_SS200000147BL_B4,18452,8,8497.0,6001.0,inj,D,SSTIN,SSTIN
CELL.18453,CELL.18453,4,Injury_20DPI_rep2_SS200000147BL_B4,18453,14,10131.0,5999.0,uninj,D,SSTIN,SSTIN
CELL.18455,CELL.18455,9,Injury_20DPI_rep2_SS200000147BL_B4,18455,3,6825.0,5998.0,inj,D,RIPC2,RIPC4
CELL.18456,CELL.18456,10,Injury_20DPI_rep2_SS200000147BL_B4,18456,8,10441.0,6004.0,uninj,D,DPEX,DPEX
CELL.18458,CELL.18458,7,Injury_20DPI_rep2_SS200000147BL_B4,18458,2,6440.0,6002.0,inj,D,NPTXEX,NPTXEX
CELL.18459,CELL.18459,7,Injury_20DPI_rep2_SS200000147BL_B4,18459,3,6492.0,6002.0,inj,D,Immature Neuron-Wound,IMN
CELL.18460,CELL.18460,4,Injury_20DPI_rep2_SS200000147BL_B4,18460,14,10739.0,5999.0,uninj,D,SSTIN,SSTIN
CELL.18462,CELL.18462,8,Injury_20DPI_rep2_SS200000147BL_B4,18462,6,7824.0,6005.0,inj,D,WNTRGC,WNTEGC
CELL.18463,CELL.18463,10,Injury_20DPI_rep2_SS200000147BL_B4,18463,8,8075.0,6002.0,inj,D,Immature EX,TLNBL
CELL.18464,CELL.18464,10,Injury_20DPI_rep2_SS200000147BL_B4,18464,7,8389.0,6002.0,inj,D,VLMC,VLMC
CELL.18465,CELL.18465,1,Injury_20DPI_rep2_SS200000147BL_B4,18465,8,8585.0,6002.0,inj,D,VLMC,VLMC
CELL.18469,CELL.18469,10,Injury_20DPI_rep2_SS200000147BL_B4,18469,8,8101.0,6005.0,inj,D,DPEX,DPEX
CELL.18472,CELL.18472,9,Injury_20DPI_rep2_SS200000147BL_B4,18472,3,6755.0,5999.0,inj,D,RIPC2,RIPC4
CELL.18473,CELL.18473,9,Injury_20DPI_rep2_SS200000147BL_B4,18473,2,7421.0,6003.0,inj,D,NPTXEX,NPTXEX
CELL.18476,CELL.18476,9,Injury_20DPI_rep2_SS200000147BL_B4,18476,3,6883.0,6008.0,inj,D,Microglia,MCG
CELL.18477,CELL.18477,8,Injury_20DPI_rep2_SS200000147BL_B4,18477,8,7576.0,6013.0,inj,D,Immature EX,TLNBL
CELL.18478,CELL.18478,8,Injury_20DPI_rep2_SS200000147BL_B4,18478,6,7868.0,6007.0,inj,D,WNTRGC,WNTEGC
CELL.18482,CELL.18482,7,Injury_20DPI_rep2_SS200000147BL_B4,18482,3,6420.0,6008.0,inj,D,Immature Neuron-Wound,IMN
CELL.18483,CELL.18483,6,Injury_20DPI_rep2_SS200000147BL_B4,18483,2,10344.0,6009.0,uninj,D,NPTXEX,NPTXEX
CELL.18484,CELL.18484,9,Injury_20DPI_rep2_SS200000147BL_B4,18484,2,7438.0,6011.0,inj,D,NPTXEX,NPTXEX
CELL.18485,CELL.18485,8,Injury_20DPI_rep2_SS200000147BL_B4,18485,6,7686.0,6013.0,inj,D,WNTRGC,WNTEGC
CELL.18486,CELL.18486,8,Injury_20DPI_rep2_SS200000147BL_B4,18486,3,7714.0,6010.0,inj,D,WNTRGC,WNTEGC
CELL.18489,CELL.18489,9,Injury_20DPI_rep2_SS200000147BL_B4,18489,3,7229.0,6008.0,inj,D,RIPC2,RIPC4
CELL.18490,CELL.18490,7,Injury_20DPI_rep2_SS200000147BL_B4,18490,2,10988.0,6002.0,uninj,D,NPTXEX,NPTXEX
CELL.18492,CELL.18492,10,Injury_20DPI_rep2_SS200000147BL_B4,18492,8,8024.0,6013.0,inj,D,Immature EX,TLNBL
CELL.18493,CELL.18493,9,Injury_20DPI_rep2_SS200000147BL_B4,18493,3,7178.0,6009.0,inj,D,RIPC2,RIPC4
CELL.18495,CELL.18495,8,Injury_20DPI_rep2_SS200000147BL_B4,18495,6,7943.0,6012.0,inj,D,WNTRGC,WNTEGC
CELL.18497,CELL.18497,7,Injury_20DPI_rep2_SS200000147BL_B4,18497,0,6596.0,6014.0,inj,D,Immature Neuron-Wound,IMN
CELL.18498,CELL.18498,9,Injury_20DPI_rep2_SS200000147BL_B4,18498,3,7067.0,6013.0,inj,D,RIPC2,RIPC4
CELL.18499,CELL.18499,6,Injury_20DPI_rep2_SS200000147BL_B4,18499,2,8123.0,6016.0,inj,D,NPTXEX,NPTXEX
CELL.18500,CELL.18500,10,Injury_20DPI_rep2_SS200000147BL_B4,18500,8,10482.0,6014.0,uninj,D,DPEX,DPEX
CELL.18501,CELL.18501,7,Injury_20DPI_rep2_SS200000147BL_B4,18501,7,6193.0,6019.0,inj,D,VLMC,VLMC
CELL.18502,CELL.18502,10,Injury_20DPI_rep2_SS200000147BL_B4,18502,6,7991.0,6022.0,inj,D,WNTRGC,WNTEGC
CELL.18503,CELL.18503,10,Injury_20DPI_rep2_SS200000147BL_B4,18503,2,10287.0,6013.0,uninj,D,NPTXEX,NPTXEX
CELL.18504,CELL.18504,7,Injury_20DPI_rep2_SS200000147BL_B4,18504,14,10697.0,6007.0,uninj,D,SSTIN,SSTIN
CELL.18505,CELL.18505,5,Injury_20DPI_rep2_SS200000147BL_B4,18505,7,11414.0,6014.0,uninj,D,VLMC,VLMC
CELL.18508,CELL.18508,9,Injury_20DPI_rep2_SS200000147BL_B4,18508,3,6989.0,6036.0,inj,D,RIPC2,RIPC4
CELL.18509,CELL.18509,9,Injury_20DPI_rep2_SS200000147BL_B4,18509,3,7381.0,6018.0,inj,D,RIPC2,RIPC4
CELL.18510,CELL.18510,8,Injury_20DPI_rep2_SS200000147BL_B4,18510,6,7969.0,6009.0,inj,D,WNTRGC,WNTEGC
CELL.18511,CELL.18511,9,Injury_20DPI_rep2_SS200000147BL_B4,18511,3,7037.0,6021.0,inj,D,RIPC2,RIPC4
CELL.18512,CELL.18512,9,Injury_20DPI_rep2_SS200000147BL_B4,18512,3,7295.0,6029.0,inj,D,RIPC2,RIPC4
CELL.18514,CELL.18514,7,Injury_20DPI_rep2_SS200000147BL_B4,18514,2,10791.0,6025.0,uninj,D,NPTXEX,NPTXEX
CELL.18515,CELL.18515,10,Injury_20DPI_rep2_SS200000147BL_B4,18515,7,8269.0,6026.0,inj,D,VLMC,VLMC
CELL.18516,CELL.18516,10,Injury_20DPI_rep2_SS200000147BL_B4,18516,8,8445.0,6019.0,inj,D,DPEX,DPEX
CELL.18517,CELL.18517,10,Injury_20DPI_rep2_SS200000147BL_B4,18517,2,10540.0,6011.0,uninj,D,NPTXEX,NPTXEX
CELL.18519,CELL.18519,9,Injury_20DPI_rep2_SS200000147BL_B4,18519,3,6677.0,6020.0,inj,D,Microglia,MCG
CELL.18520,CELL.18520,8,Injury_20DPI_rep2_SS200000147BL_B4,18520,6,7772.0,6023.0,inj,D,WNTRGC,WNTEGC
CELL.18521,CELL.18521,7,Injury_20DPI_rep2_SS200000147BL_B4,18521,2,10873.0,6019.0,uninj,D,NPTXEX,NPTXEX
CELL.18523,CELL.18523,5,Injury_20DPI_rep2_SS200000147BL_B4,18523,9,5992.0,6021.0,inj,D,VLMC,VLMC
CELL.18524,CELL.18524,9,Injury_20DPI_rep2_SS200000147BL_B4,18524,2,7458.0,6029.0,inj,D,NPTXEX,NPTXEX
CELL.18526,CELL.18526,10,Injury_20DPI_rep2_SS200000147BL_B4,18526,8,8053.0,6023.0,inj,D,Immature EX,TLNBL
CELL.18527,CELL.18527,10,Injury_20DPI_rep2_SS200000147BL_B4,18527,8,8206.0,6022.0,inj,D,DPEX,DPEX
CELL.18528,CELL.18528,10,Injury_20DPI_rep2_SS200000147BL_B4,18528,9,8351.0,6025.0,inj,D,VLMC,VLMC
CELL.18529,CELL.18529,5,Injury_20DPI_rep2_SS200000147BL_B4,18529,9,9621.0,6020.0,uninj,D,VLMC,VLMC
CELL.18530,CELL.18530,9,Injury_20DPI_rep2_SS200000147BL_B4,18530,3,7116.0,6026.0,inj,D,RIPC2,RIPC4
CELL.18531,CELL.18531,8,Injury_20DPI_rep2_SS200000147BL_B4,18531,6,7480.0,6033.0,inj,D,WNTRGC,WNTEGC
CELL.18532,CELL.18532,7,Injury_20DPI_rep2_SS200000147BL_B4,18532,14,10261.0,6022.0,uninj,D,SSTIN,SSTIN
CELL.18534,CELL.18534,8,Injury_20DPI_rep2_SS200000147BL_B4,18534,8,7424.0,6026.0,inj,D,DPEX,DPEX
CELL.18537,CELL.18537,7,Injury_20DPI_rep2_SS200000147BL_B4,18537,3,6655.0,6034.0,inj,D,Microglia,MCG
CELL.18538,CELL.18538,10,Injury_20DPI_rep2_SS200000147BL_B4,18538,18,8159.0,6026.0,inj,D,MPIN,MPIN
CELL.18539,CELL.18539,5,Injury_20DPI_rep2_SS200000147BL_B4,18539,9,9657.0,6018.0,uninj,D,VLMC,VLMC
CELL.18540,CELL.18540,9,Injury_20DPI_rep2_SS200000147BL_B4,18540,3,6719.0,6030.0,inj,D,RIPC2,RIPC4
CELL.18541,CELL.18541,8,Injury_20DPI_rep2_SS200000147BL_B4,18541,6,7736.0,6023.0,inj,D,WNTRGC,WNTEGC
CELL.18542,CELL.18542,1,Injury_20DPI_rep2_SS200000147BL_B4,18542,14,10137.0,6027.0,uninj,D,SSTIN,SSTIN
CELL.18543,CELL.18543,9,Injury_20DPI_rep2_SS200000147BL_B4,18543,3,6781.0,6030.0,inj,D,RIPC2,RIPC4
CELL.18544,CELL.18544,8,Injury_20DPI_rep2_SS200000147BL_B4,18544,3,7576.0,6033.0,inj,D,RIPC2,RIPC4
CELL.18546,CELL.18546,8,Injury_20DPI_rep2_SS200000147BL_B4,18546,6,7907.0,6030.0,inj,D,WNTRGC,WNTEGC
CELL.18547,CELL.18547,10,Injury_20DPI_rep2_SS200000147BL_B4,18547,8,10417.0,6026.0,uninj,D,DPEX,DPEX
CELL.18549,CELL.18549,9,Injury_20DPI_rep2_SS200000147BL_B4,18549,3,6868.0,6034.0,inj,D,RIPC2,RIPC4
CELL.18550,CELL.18550,9,Injury_20DPI_rep2_SS200000147BL_B4,18550,3,7190.0,6031.0,inj,D,RIPC2,RIPC4
CELL.18551,CELL.18551,9,Injury_20DPI_rep2_SS200000147BL_B4,18551,3,7261.0,6029.0,inj,D,RIPC2,RIPC4
CELL.18552,CELL.18552,8,Injury_20DPI_rep2_SS200000147BL_B4,18552,6,7820.0,6026.0,inj,D,WNTRGC,WNTEGC
CELL.18554,CELL.18554,7,Injury_20DPI_rep2_SS200000147BL_B4,18554,2,6456.0,6036.0,inj,D,NPTXEX,NPTXEX
CELL.18555,CELL.18555,7,Injury_20DPI_rep2_SS200000147BL_B4,18555,2,6549.0,6030.0,inj,D,NPTXEX,NPTXEX
CELL.18556,CELL.18556,9,Injury_20DPI_rep2_SS200000147BL_B4,18556,3,6845.0,6035.0,inj,D,RIPC2,RIPC4
CELL.18557,CELL.18557,7,Injury_20DPI_rep2_SS200000147BL_B4,18557,2,10239.0,6027.0,uninj,D,NPTXEX,NPTXEX
CELL.18558,CELL.18558,5,Injury_20DPI_rep2_SS200000147BL_B4,18558,7,11436.0,6031.0,uninj,D,VLMC,VLMC
CELL.18559,CELL.18559,6,Injury_20DPI_rep2_SS200000147BL_B4,18559,2,6374.0,6034.0,inj,D,NPTXEX,NPTXEX
CELL.18560,CELL.18560,9,Injury_20DPI_rep2_SS200000147BL_B4,18560,3,6746.0,6039.0,inj,D,Immature Neuron-Wound,IMN
CELL.18561,CELL.18561,9,Injury_20DPI_rep2_SS200000147BL_B4,18561,3,6904.0,6037.0,inj,D,RIPC2,RIPC4
CELL.18562,CELL.18562,8,Injury_20DPI_rep2_SS200000147BL_B4,18562,6,7613.0,6025.0,inj,D,WNTRGC,WNTEGC
CELL.18563,CELL.18563,6,Injury_20DPI_rep2_SS200000147BL_B4,18563,8,8098.0,6036.0,inj,D,DPEX,DPEX
CELL.18565,CELL.18565,8,Injury_20DPI_rep2_SS200000147BL_B4,18565,6,7683.0,6052.0,inj,D,WNTRGC,WNTEGC
CELL.18566,CELL.18566,8,Injury_20DPI_rep2_SS200000147BL_B4,18566,6,7885.0,6034.0,inj,D,WNTRGC,WNTEGC
CELL.18567,CELL.18567,7,Injury_20DPI_rep2_SS200000147BL_B4,18567,2,6484.0,6042.0,inj,D,NPTXEX,NPTXEX
CELL.18568,CELL.18568,7,Injury_20DPI_rep2_SS200000147BL_B4,18568,3,6605.0,6038.0,inj,D,Immature Neuron-Wound,IMN
CELL.18569,CELL.18569,8,Injury_20DPI_rep2_SS200000147BL_B4,18569,6,7795.0,6026.0,inj,D,WNTRGC,WNTEGC
CELL.18570,CELL.18570,10,Injury_20DPI_rep2_SS200000147BL_B4,18570,13,10767.0,6035.0,uninj,D,NPYIN,NPYIN
CELL.18572,CELL.18572,8,Injury_20DPI_rep2_SS200000147BL_B4,18572,6,7934.0,6040.0,inj,D,WNTRGC,WNTEGC
CELL.18573,CELL.18573,10,Injury_20DPI_rep2_SS200000147BL_B4,18573,8,8515.0,6037.0,inj,D,DPEX,DPEX
CELL.18575,CELL.18575,7,Injury_20DPI_rep2_SS200000147BL_B4,18575,2,6213.0,6033.0,inj,D,NPTXEX,NPTXEX
CELL.18576,CELL.18576,8,Injury_20DPI_rep2_SS200000147BL_B4,18576,6,7851.0,6038.0,inj,D,WNTRGC,WNTEGC
CELL.18577,CELL.18577,10,Injury_20DPI_rep2_SS200000147BL_B4,18577,8,10497.0,6041.0,uninj,D,DPEX,DPEX
CELL.18578,CELL.18578,9,Injury_20DPI_rep2_SS200000147BL_B4,18578,3,6689.0,6042.0,inj,D,Microglia,MCG
CELL.18579,CELL.18579,9,Injury_20DPI_rep2_SS200000147BL_B4,18579,3,7394.0,6039.0,inj,D,RIPC2,RIPC4
CELL.18581,CELL.18581,9,Injury_20DPI_rep2_SS200000147BL_B4,18581,3,6935.0,6039.0,inj,D,RIPC2,RIPC4
CELL.18582,CELL.18582,9,Injury_20DPI_rep2_SS200000147BL_B4,18582,3,7235.0,6038.0,inj,D,RIPC2,RIPC4
CELL.18583,CELL.18583,8,Injury_20DPI_rep2_SS200000147BL_B4,18583,6,7717.0,6046.0,inj,D,WNTRGC,WNTEGC
CELL.18584,CELL.18584,10,Injury_20DPI_rep2_SS200000147BL_B4,18584,8,8142.0,6053.0,inj,D,MPIN,MPIN
CELL.18585,CELL.18585,6,Injury_20DPI_rep2_SS200000147BL_B4,18585,7,10038.0,6043.0,uninj,D,VLMC,VLMC
CELL.18586,CELL.18586,9,Injury_20DPI_rep2_SS200000147BL_B4,18586,3,6804.0,6036.0,inj,D,RIPC2,RIPC4
CELL.18587,CELL.18587,9,Injury_20DPI_rep2_SS200000147BL_B4,18587,3,7029.0,6044.0,inj,D,RIPC2,RIPC4
CELL.18590,CELL.18590,7,Injury_20DPI_rep2_SS200000147BL_B4,18590,2,6512.0,6039.0,inj,D,NPTXEX,NPTXEX
CELL.18591,CELL.18591,9,Injury_20DPI_rep2_SS200000147BL_B4,18591,3,7059.0,6050.0,inj,D,RIPC2,RIPC4
CELL.18592,CELL.18592,5,Injury_20DPI_rep2_SS200000147BL_B4,18592,13,10713.0,6048.0,uninj,D,NPYIN,NPYIN
CELL.18593,CELL.18593,5,Injury_20DPI_rep2_SS200000147BL_B4,18593,9,9716.0,6052.0,uninj,D,VLMC,VLMC
CELL.18596,CELL.18596,9,Injury_20DPI_rep2_SS200000147BL_B4,18596,3,7159.0,6049.0,inj,D,RIPC2,RIPC4
CELL.18597,CELL.18597,8,Injury_20DPI_rep2_SS200000147BL_B4,18597,6,7910.0,6052.0,inj,D,WNTRGC,WNTEGC
CELL.18598,CELL.18598,10,Injury_20DPI_rep2_SS200000147BL_B4,18598,8,8036.0,6052.0,inj,D,Immature EX,TLNBL
CELL.18599,CELL.18599,6,Injury_20DPI_rep2_SS200000147BL_B4,18599,7,10089.0,6053.0,uninj,D,VLMC,VLMC
CELL.18600,CELL.18600,9,Injury_20DPI_rep2_SS200000147BL_B4,18600,3,6960.0,6052.0,inj,D,RIPC2,RIPC4
CELL.18601,CELL.18601,9,Injury_20DPI_rep2_SS200000147BL_B4,18601,3,7130.0,6058.0,inj,D,RIPC2,RIPC4
CELL.18602,CELL.18602,10,Injury_20DPI_rep2_SS200000147BL_B4,18602,2,10601.0,6052.0,uninj,D,NPTXEX,NPTXEX
CELL.18603,CELL.18603,7,Injury_20DPI_rep2_SS200000147BL_B4,18603,3,6635.0,6058.0,inj,D,Microglia,MCG
CELL.18606,CELL.18606,8,Injury_20DPI_rep2_SS200000147BL_B4,18606,6,7628.0,6055.0,inj,D,WNTRGC,WNTEGC
CELL.18607,CELL.18607,9,Injury_20DPI_rep2_SS200000147BL_B4,18607,3,6836.0,6056.0,inj,D,RIPC2,RIPC4
CELL.18608,CELL.18608,10,Injury_20DPI_rep2_SS200000147BL_B4,18608,8,8196.0,6059.0,inj,D,DPEX,DPEX
CELL.18609,CELL.18609,7,Injury_20DPI_rep2_SS200000147BL_B4,18609,2,6576.0,6051.0,inj,D,NPTXEX,NPTXEX
CELL.18610,CELL.18610,9,Injury_20DPI_rep2_SS200000147BL_B4,18610,3,7310.0,6061.0,inj,D,RIPC2,RIPC4
CELL.18611,CELL.18611,8,Injury_20DPI_rep2_SS200000147BL_B4,18611,3,7458.0,6061.0,inj,D,RIPC2,RIPC4
CELL.18612,CELL.18612,10,Injury_20DPI_rep2_SS200000147BL_B4,18612,8,8450.0,6058.0,inj,D,DPEX,DPEX
CELL.18614,CELL.18614,7,Injury_20DPI_rep2_SS200000147BL_B4,18614,2,6546.0,6057.0,inj,D,NPTXEX,NPTXEX
CELL.18615,CELL.18615,9,Injury_20DPI_rep2_SS200000147BL_B4,18615,3,6724.0,6060.0,inj,D,RIPC2,RIPC4
CELL.18616,CELL.18616,9,Injury_20DPI_rep2_SS200000147BL_B4,18616,3,6765.0,6066.0,inj,D,RIPC2,RIPC4
CELL.18617,CELL.18617,8,Injury_20DPI_rep2_SS200000147BL_B4,18617,6,7732.0,6062.0,inj,D,WNTRGC,WNTEGC
CELL.18618,CELL.18618,8,Injury_20DPI_rep2_SS200000147BL_B4,18618,6,7817.0,6060.0,inj,D,WNTRGC,WNTEGC
CELL.18619,CELL.18619,10,Injury_20DPI_rep2_SS200000147BL_B4,18619,8,8094.0,6060.0,inj,D,DPEX,DPEX
CELL.18620,CELL.18620,6,Injury_20DPI_rep2_SS200000147BL_B4,18620,2,10143.0,6055.0,uninj,D,NPTXEX,NPTXEX
CELL.18621,CELL.18621,5,Injury_20DPI_rep2_SS200000147BL_B4,18621,3,7353.0,6060.0,inj,D,RIPC2,RIPC4
CELL.18622,CELL.18622,7,Injury_20DPI_rep2_SS200000147BL_B4,18622,2,10792.0,6060.0,uninj,D,NPTXEX,NPTXEX
CELL.18623,CELL.18623,10,Injury_20DPI_rep2_SS200000147BL_B4,18623,6,7985.0,6068.0,inj,D,Immature EX,TLNBL
CELL.18624,CELL.18624,10,Injury_20DPI_rep2_SS200000147BL_B4,18624,9,8371.0,6055.0,inj,D,VLMC,VLMC
CELL.18626,CELL.18626,9,Injury_20DPI_rep2_SS200000147BL_B4,18626,3,6909.0,6062.0,inj,D,RIPC2,RIPC4
CELL.18627,CELL.18627,9,Injury_20DPI_rep2_SS200000147BL_B4,18627,3,7100.0,6062.0,inj,D,RIPC2,RIPC4
CELL.18628,CELL.18628,8,Injury_20DPI_rep2_SS200000147BL_B4,18628,6,7562.0,6067.0,inj,D,WNTRGC,WNTEGC
CELL.18630,CELL.18630,7,Injury_20DPI_rep2_SS200000147BL_B4,18630,2,6466.0,6061.0,inj,D,NPTXEX,NPTXEX
CELL.18631,CELL.18631,10,Injury_20DPI_rep2_SS200000147BL_B4,18631,8,10470.0,6060.0,uninj,D,DPEX,DPEX
CELL.18634,CELL.18634,5,Injury_20DPI_rep2_SS200000147BL_B4,18634,7,9740.0,6064.0,uninj,D,VLMC,VLMC
CELL.18635,CELL.18635,4,Injury_20DPI_rep2_SS200000147BL_B4,18635,10,9914.0,6064.0,uninj,D,Striatum IN,MSN
CELL.18636,CELL.18636,9,Injury_20DPI_rep2_SS200000147BL_B4,18636,3,6871.0,6065.0,inj,D,RIPC2,RIPC4
CELL.18637,CELL.18637,9,Injury_20DPI_rep2_SS200000147BL_B4,18637,3,7212.0,6072.0,inj,D,RIPC2,RIPC4
CELL.18638,CELL.18638,9,Injury_20DPI_rep2_SS200000147BL_B4,18638,3,7234.0,6072.0,inj,D,RIPC2,RIPC4
CELL.18639,CELL.18639,8,Injury_20DPI_rep2_SS200000147BL_B4,18639,18,7949.0,6065.0,inj,D,MPIN,MPIN
CELL.18640,CELL.18640,7,Injury_20DPI_rep2_SS200000147BL_B4,18640,7,6196.0,6059.0,inj,D,VLMC,VLMC
CELL.18642,CELL.18642,8,Injury_20DPI_rep2_SS200000147BL_B4,18642,6,7769.0,6071.0,inj,D,WNTRGC,WNTEGC
CELL.18643,CELL.18643,10,Injury_20DPI_rep2_SS200000147BL_B4,18643,7,8290.0,6071.0,inj,D,VLMC,VLMC
CELL.18644,CELL.18644,9,Injury_20DPI_rep2_SS200000147BL_B4,18644,3,7421.0,6056.0,inj,D,RIPC2,RIPC4
CELL.18645,CELL.18645,7,Injury_20DPI_rep2_SS200000147BL_B4,18645,2,6602.0,6067.0,inj,D,NPTXEX,NPTXEX
CELL.18646,CELL.18646,7,Injury_20DPI_rep2_SS200000147BL_B4,18646,2,6367.0,6072.0,inj,D,NPTXEX,NPTXEX
CELL.18647,CELL.18647,8,Injury_20DPI_rep2_SS200000147BL_B4,18647,6,7526.0,6070.0,inj,D,WNTRGC,WNTEGC
CELL.18648,CELL.18648,8,Injury_20DPI_rep2_SS200000147BL_B4,18648,6,7654.0,6067.0,inj,D,WNTRGC,WNTEGC
CELL.18649,CELL.18649,8,Injury_20DPI_rep2_SS200000147BL_B4,18649,6,7842.0,6072.0,inj,D,WNTRGC,WNTEGC
CELL.18650,CELL.18650,8,Injury_20DPI_rep2_SS200000147BL_B4,18650,6,7865.0,6068.0,inj,D,WNTRGC,WNTEGC
CELL.18651,CELL.18651,10,Injury_20DPI_rep2_SS200000147BL_B4,18651,8,8242.0,6072.0,inj,D,DPEX,DPEX
CELL.18652,CELL.18652,10,Injury_20DPI_rep2_SS200000147BL_B4,18652,8,8411.0,6074.0,inj,D,DPEX,DPEX
CELL.18654,CELL.18654,7,Injury_20DPI_rep2_SS200000147BL_B4,18654,2,6404.0,6080.0,inj,D,NPTXEX,NPTXEX
CELL.18655,CELL.18655,9,Injury_20DPI_rep2_SS200000147BL_B4,18655,3,6945.0,6075.0,inj,D,RIPC2,RIPC4
CELL.18656,CELL.18656,8,Injury_20DPI_rep2_SS200000147BL_B4,18656,6,7887.0,6070.0,inj,D,WNTRGC,WNTEGC
CELL.18658,CELL.18658,7,Injury_20DPI_rep2_SS200000147BL_B4,18658,3,6669.0,6076.0,inj,D,Immature Neuron-Wound,IMN
CELL.18659,CELL.18659,9,Injury_20DPI_rep2_SS200000147BL_B4,18659,3,7076.0,6075.0,inj,D,RIPC2,RIPC4
CELL.18660,CELL.18660,7,Injury_20DPI_rep2_SS200000147BL_B4,18660,2,6503.0,6071.0,inj,D,NPTXEX,NPTXEX
CELL.18661,CELL.18661,10,Injury_20DPI_rep2_SS200000147BL_B4,18661,2,10512.0,6069.0,uninj,D,NPTXEX,NPTXEX
CELL.18662,CELL.18662,9,Injury_20DPI_rep2_SS200000147BL_B4,18662,3,7130.0,6080.0,inj,D,RIPC2,RIPC4
CELL.18663,CELL.18663,10,Injury_20DPI_rep2_SS200000147BL_B4,18663,8,8134.0,6082.0,inj,D,DPEX,DPEX
CELL.18664,CELL.18664,9,Injury_20DPI_rep2_SS200000147BL_B4,18664,3,7013.0,6074.0,inj,D,RIPC2,RIPC4
CELL.18665,CELL.18665,9,Injury_20DPI_rep2_SS200000147BL_B4,18665,3,7169.0,6074.0,inj,D,RIPC2,RIPC4
CELL.18668,CELL.18668,8,Injury_20DPI_rep2_SS200000147BL_B4,18668,6,7466.0,6089.0,inj,D,WNTRGC,WNTEGC
CELL.18669,CELL.18669,10,Injury_20DPI_rep2_SS200000147BL_B4,18669,9,8320.0,6081.0,inj,D,VLMC,VLMC
CELL.18671,CELL.18671,8,Injury_20DPI_rep2_SS200000147BL_B4,18671,6,7826.0,6080.0,inj,D,WNTRGC,WNTEGC
CELL.18672,CELL.18672,8,Injury_20DPI_rep2_SS200000147BL_B4,18672,6,7915.0,6079.0,inj,D,WNTRGC,WNTEGC
CELL.18673,CELL.18673,7,Injury_20DPI_rep2_SS200000147BL_B4,18673,2,6449.0,6081.0,inj,D,NPTXEX,NPTXEX
CELL.18674,CELL.18674,9,Injury_20DPI_rep2_SS200000147BL_B4,18674,3,7107.0,6080.0,inj,D,RIPC2,RIPC4
CELL.18677,CELL.18677,5,Injury_20DPI_rep2_SS200000147BL_B4,18677,9,9714.0,6075.0,uninj,D,VLMC,VLMC
CELL.18679,CELL.18679,10,Injury_20DPI_rep2_SS200000147BL_B4,18679,8,8089.0,6084.0,inj,D,DPEX,DPEX
CELL.18680,CELL.18680,7,Injury_20DPI_rep2_SS200000147BL_B4,18680,13,10761.0,6087.0,uninj,D,NPYIN,NPYIN
CELL.18681,CELL.18681,9,Injury_20DPI_rep2_SS200000147BL_B4,18681,3,7272.0,6077.0,inj,D,RIPC2,RIPC4
CELL.18682,CELL.18682,10,Injury_20DPI_rep2_SS200000147BL_B4,18682,8,8183.0,6087.0,inj,D,DPEX,DPEX
CELL.18683,CELL.18683,7,Injury_20DPI_rep2_SS200000147BL_B4,18683,2,6474.0,6085.0,inj,D,NPTXEX,NPTXEX
CELL.18684,CELL.18684,9,Injury_20DPI_rep2_SS200000147BL_B4,18684,3,6724.0,6083.0,inj,D,RIPC2,RIPC4
CELL.18685,CELL.18685,9,Injury_20DPI_rep2_SS200000147BL_B4,18685,3,6783.0,6086.0,inj,D,RIPC2,RIPC4
CELL.18686,CELL.18686,9,Injury_20DPI_rep2_SS200000147BL_B4,18686,3,7046.0,6086.0,inj,D,RIPC2,RIPC4
CELL.18688,CELL.18688,9,Injury_20DPI_rep2_SS200000147BL_B4,18688,3,7315.0,6085.0,inj,D,RIPC2,RIPC4
CELL.18689,CELL.18689,10,Injury_20DPI_rep2_SS200000147BL_B4,18689,8,8060.0,6085.0,inj,D,DPEX,DPEX
CELL.18690,CELL.18690,5,Injury_20DPI_rep2_SS200000147BL_B4,18690,9,9756.0,6086.0,uninj,D,VLMC,VLMC
CELL.18692,CELL.18692,10,Injury_20DPI_rep2_SS200000147BL_B4,18692,8,8011.0,6083.0,inj,D,Immature EX,TLNBL
CELL.18693,CELL.18693,8,Injury_20DPI_rep2_SS200000147BL_B4,18693,6,7603.0,6090.0,inj,D,WNTRGC,WNTEGC
CELL.18694,CELL.18694,8,Injury_20DPI_rep2_SS200000147BL_B4,18694,3,7682.0,6091.0,inj,D,Microglia,MCG
CELL.18695,CELL.18695,8,Injury_20DPI_rep2_SS200000147BL_B4,18695,1,7713.0,6086.0,inj,D,WNTRGC,WNTEGC
CELL.18697,CELL.18697,9,Injury_20DPI_rep2_SS200000147BL_B4,18697,3,6830.0,6085.0,inj,D,RIPC2,RIPC4
