,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.10160,CELL.10160,0,Injury_20DPI_rep3_SS200000147BL_B5,10160,2,5560.0,1772.0,inj,V,CCKIN,CCKIN
CELL.10161,CELL.10161,0,Injury_20DPI_rep3_SS200000147BL_B5,10161,2,5572.0,2074.0,inj,V,CCKIN,CCKIN
CELL.10162,CELL.10162,0,Injury_20DPI_rep3_SS200000147BL_B5,10162,0,5561.0,2102.0,inj,V,DIPC,TLNBL
CELL.10163,CELL.10163,3,Injury_20DPI_rep3_SS200000147BL_B5,10163,6,5564.0,2411.0,inj,V,Microglia,MCG
CELL.10164,CELL.10164,8,Injury_20DPI_rep3_SS200000147BL_B5,10164,6,5558.0,4344.0,inj,D,RIPC2,RIPC4
CELL.10165,CELL.10165,0,Injury_20DPI_rep3_SS200000147BL_B5,10165,2,5565.0,1917.0,inj,V,CCKIN,CCKIN
CELL.10167,CELL.10167,3,Injury_20DPI_rep3_SS200000147BL_B5,10167,1,5563.0,2570.0,inj,V,SFRPRGC,SFRPEGC
CELL.10168,CELL.10168,8,Injury_20DPI_rep3_SS200000147BL_B5,10168,6,5561.0,3590.0,inj,D,RIPC2,RIPC4
CELL.10169,CELL.10169,5,Injury_20DPI_rep3_SS200000147BL_B5,10169,8,5562.0,4373.0,inj,D,DPEX,DPEX
CELL.10171,CELL.10171,0,Injury_20DPI_rep3_SS200000147BL_B5,10171,2,5564.0,2045.0,inj,V,CCKIN,CCKIN
CELL.10172,CELL.10172,8,Injury_20DPI_rep3_SS200000147BL_B5,10172,6,5564.0,4026.0,inj,D,RIPC2,RIPC4
CELL.10173,CELL.10173,5,Injury_20DPI_rep3_SS200000147BL_B5,10173,8,5566.0,4432.0,inj,D,DPEX,DPEX
CELL.10174,CELL.10174,3,Injury_20DPI_rep3_SS200000147BL_B5,10174,1,5564.0,2755.0,inj,V,DIPC,TLNBL
CELL.10175,CELL.10175,8,Injury_20DPI_rep3_SS200000147BL_B5,10175,6,5560.0,4251.0,inj,D,RIPC2,RIPC4
CELL.10176,CELL.10176,0,Injury_20DPI_rep3_SS200000147BL_B5,10176,2,5570.0,1509.0,inj,V,CCKIN,CCKIN
CELL.10177,CELL.10177,3,Injury_20DPI_rep3_SS200000147BL_B5,10177,1,5567.0,2463.0,inj,V,SFRPRGC,SFRPEGC
CELL.10178,CELL.10178,8,Injury_20DPI_rep3_SS200000147BL_B5,10178,6,5568.0,4088.0,inj,D,RIPC2,RIPC4
CELL.10179,CELL.10179,1,Injury_20DPI_rep3_SS200000147BL_B5,10179,0,5565.0,1190.0,inj,V,MSN,MSN
CELL.10180,CELL.10180,8,Injury_20DPI_rep3_SS200000147BL_B5,10180,5,5565.0,4308.0,inj,D,WNTRGC,WNTEGC
CELL.10181,CELL.10181,8,Injury_20DPI_rep3_SS200000147BL_B5,10181,6,5562.0,4194.0,inj,D,RIPC2,RIPC4
CELL.10182,CELL.10182,7,Injury_20DPI_rep3_SS200000147BL_B5,10182,10,5566.0,4520.0,inj,D,DPEX,DPEX
CELL.10183,CELL.10183,1,Injury_20DPI_rep3_SS200000147BL_B5,10183,3,5566.0,5141.0,inj,D,VLMC,VLMC
CELL.10184,CELL.10184,0,Injury_20DPI_rep3_SS200000147BL_B5,10184,2,5568.0,1373.0,inj,V,CCKIN,CCKIN
CELL.10185,CELL.10185,0,Injury_20DPI_rep3_SS200000147BL_B5,10185,0,5568.0,2172.0,inj,V,DIPC,TLNBL
CELL.10186,CELL.10186,0,Injury_20DPI_rep3_SS200000147BL_B5,10186,2,5565.0,2220.0,inj,V,CCKIN,CCKIN
CELL.10187,CELL.10187,8,Injury_20DPI_rep3_SS200000147BL_B5,10187,6,5569.0,3901.0,inj,D,RIPC2,RIPC4
CELL.10188,CELL.10188,0,Injury_20DPI_rep3_SS200000147BL_B5,10188,2,5571.0,1670.0,inj,V,CCKIN,CCKIN
CELL.10189,CELL.10189,3,Injury_20DPI_rep3_SS200000147BL_B5,10189,0,5576.0,2648.0,inj,V,DIPC,TLNBL
CELL.10190,CELL.10190,3,Injury_20DPI_rep3_SS200000147BL_B5,10190,1,5568.0,2890.0,inj,V,SFRPRGC,SFRPEGC
CELL.10191,CELL.10191,8,Injury_20DPI_rep3_SS200000147BL_B5,10191,6,5565.0,3748.0,inj,D,RIPC2,RIPC4
CELL.10192,CELL.10192,0,Injury_20DPI_rep3_SS200000147BL_B5,10192,2,5571.0,1397.0,inj,V,CCKIN,CCKIN
CELL.10193,CELL.10193,0,Injury_20DPI_rep3_SS200000147BL_B5,10193,1,5567.0,2284.0,inj,V,SFRPRGC,SFRPEGC
CELL.10194,CELL.10194,3,Injury_20DPI_rep3_SS200000147BL_B5,10194,1,5571.0,3029.0,inj,D,DIPC,TLNBL
CELL.10195,CELL.10195,3,Injury_20DPI_rep3_SS200000147BL_B5,10195,1,5573.0,2485.0,inj,V,SFRPRGC,SFRPEGC
CELL.10196,CELL.10196,8,Injury_20DPI_rep3_SS200000147BL_B5,10196,6,5571.0,3664.0,inj,D,RIPC2,RIPC4
CELL.10197,CELL.10197,0,Injury_20DPI_rep3_SS200000147BL_B5,10197,2,5582.0,1547.0,inj,V,CCKIN,CCKIN
CELL.10198,CELL.10198,3,Injury_20DPI_rep3_SS200000147BL_B5,10198,1,5573.0,2987.0,inj,D,SFRPRGC,SFRPEGC
CELL.10199,CELL.10199,5,Injury_20DPI_rep3_SS200000147BL_B5,10199,11,5580.0,4579.0,inj,D,VLMC,VLMC
CELL.10200,CELL.10200,8,Injury_20DPI_rep3_SS200000147BL_B5,10200,1,5577.0,2448.0,inj,V,DIPC,TLNBL
CELL.10201,CELL.10201,3,Injury_20DPI_rep3_SS200000147BL_B5,10201,6,5571.0,3290.0,inj,D,RIPC2,RIPC4
CELL.10202,CELL.10202,8,Injury_20DPI_rep3_SS200000147BL_B5,10202,6,5573.0,3993.0,inj,D,RIPC2,RIPC4
CELL.10203,CELL.10203,8,Injury_20DPI_rep3_SS200000147BL_B5,10203,6,5574.0,3630.0,inj,D,RIPC2,RIPC4
CELL.10204,CELL.10204,8,Injury_20DPI_rep3_SS200000147BL_B5,10204,6,5565.0,3787.0,inj,D,RIPC2,RIPC4
CELL.10205,CELL.10205,8,Injury_20DPI_rep3_SS200000147BL_B5,10205,6,5573.0,3942.0,inj,D,RIPC2,RIPC4
CELL.10206,CELL.10206,0,Injury_20DPI_rep3_SS200000147BL_B5,10206,2,5569.0,2150.0,inj,V,CCKIN,CCKIN
CELL.10207,CELL.10207,3,Injury_20DPI_rep3_SS200000147BL_B5,10207,1,5580.0,2300.0,inj,V,DIPC,TLNBL
CELL.10208,CELL.10208,8,Injury_20DPI_rep3_SS200000147BL_B5,10208,6,5579.0,3971.0,inj,D,RIPC2,RIPC4
CELL.10209,CELL.10209,0,Injury_20DPI_rep3_SS200000147BL_B5,10209,2,5576.0,1973.0,inj,V,CCKIN,CCKIN
CELL.10210,CELL.10210,3,Injury_20DPI_rep3_SS200000147BL_B5,10210,1,5578.0,2514.0,inj,V,SFRPRGC,SFRPEGC
CELL.10211,CELL.10211,8,Injury_20DPI_rep3_SS200000147BL_B5,10211,6,5576.0,3713.0,inj,D,RIPC2,RIPC4
CELL.10212,CELL.10212,3,Injury_20DPI_rep3_SS200000147BL_B5,10212,1,5575.0,2547.0,inj,V,SFRPRGC,SFRPEGC
CELL.10213,CELL.10213,3,Injury_20DPI_rep3_SS200000147BL_B5,10213,1,5580.0,2801.0,inj,V,SFRPRGC,SFRPEGC
CELL.10214,CELL.10214,3,Injury_20DPI_rep3_SS200000147BL_B5,10214,1,5581.0,3126.0,inj,D,SFRPRGC,SFRPEGC
CELL.10215,CELL.10215,0,Injury_20DPI_rep3_SS200000147BL_B5,10215,2,5571.0,2008.0,inj,V,CCKIN,CCKIN
CELL.10216,CELL.10216,3,Injury_20DPI_rep3_SS200000147BL_B5,10216,1,5579.0,2859.0,inj,V,SFRPRGC,SFRPEGC
CELL.10217,CELL.10217,3,Injury_20DPI_rep3_SS200000147BL_B5,10217,1,5576.0,2920.0,inj,V,SFRPRGC,SFRPEGC
CELL.10218,CELL.10218,5,Injury_20DPI_rep3_SS200000147BL_B5,10218,8,5576.0,4482.0,inj,D,DPEX,DPEX
CELL.10220,CELL.10220,3,Injury_20DPI_rep3_SS200000147BL_B5,10220,1,5579.0,3353.0,inj,D,SFRPRGC,SFRPEGC
CELL.10221,CELL.10221,8,Injury_20DPI_rep3_SS200000147BL_B5,10221,6,5580.0,3553.0,inj,D,RIPC2,RIPC4
CELL.10222,CELL.10222,8,Injury_20DPI_rep3_SS200000147BL_B5,10222,6,5577.0,4147.0,inj,D,RIPC2,RIPC4
CELL.10223,CELL.10223,7,Injury_20DPI_rep3_SS200000147BL_B5,10223,3,5584.0,4643.0,inj,D,VLMC,VLMC
CELL.10224,CELL.10224,0,Injury_20DPI_rep3_SS200000147BL_B5,10224,2,5588.0,1483.0,inj,V,CCKIN,CCKIN
CELL.10225,CELL.10225,8,Injury_20DPI_rep3_SS200000147BL_B5,10225,1,5583.0,2708.0,inj,V,DIPC,TLNBL
CELL.10227,CELL.10227,8,Injury_20DPI_rep3_SS200000147BL_B5,10227,6,5581.0,4110.0,inj,D,RIPC2,RIPC4
CELL.10228,CELL.10228,8,Injury_20DPI_rep3_SS200000147BL_B5,10228,6,5583.0,4251.0,inj,D,RIPC2,RIPC4
CELL.10230,CELL.10230,0,Injury_20DPI_rep3_SS200000147BL_B5,10230,2,5583.0,1450.0,inj,V,CCKIN,CCKIN
CELL.10231,CELL.10231,1,Injury_20DPI_rep3_SS200000147BL_B5,10231,2,5583.0,1734.0,inj,V,CCKIN,CCKIN
CELL.10232,CELL.10232,5,Injury_20DPI_rep3_SS200000147BL_B5,10232,8,5579.0,4399.0,inj,D,DPEX,DPEX
CELL.10233,CELL.10233,3,Injury_20DPI_rep3_SS200000147BL_B5,10233,6,5585.0,2392.0,inj,V,Microglia,MCG
CELL.10234,CELL.10234,8,Injury_20DPI_rep3_SS200000147BL_B5,10234,6,5602.0,3861.0,inj,D,RIPC2,RIPC4
CELL.10235,CELL.10235,0,Injury_20DPI_rep3_SS200000147BL_B5,10235,2,5580.0,1944.0,inj,V,CCKIN,CCKIN
CELL.10236,CELL.10236,3,Injury_20DPI_rep3_SS200000147BL_B5,10236,1,5581.0,3078.0,inj,D,SFRPRGC,SFRPEGC
CELL.10237,CELL.10237,3,Injury_20DPI_rep3_SS200000147BL_B5,10237,1,5585.0,3390.0,inj,D,SFRPRGC,SFRPEGC
CELL.10238,CELL.10238,8,Injury_20DPI_rep3_SS200000147BL_B5,10238,6,5585.0,4221.0,inj,D,RIPC2,RIPC4
CELL.10239,CELL.10239,3,Injury_20DPI_rep3_SS200000147BL_B5,10239,1,5595.0,2962.0,inj,D,SFRPRGC,SFRPEGC
CELL.10240,CELL.10240,0,Injury_20DPI_rep3_SS200000147BL_B5,10240,2,5589.0,2094.0,inj,V,CCKIN,CCKIN
CELL.10241,CELL.10241,8,Injury_20DPI_rep3_SS200000147BL_B5,10241,6,5589.0,4076.0,inj,D,RIPC2,RIPC4
CELL.10242,CELL.10242,8,Injury_20DPI_rep3_SS200000147BL_B5,10242,6,5583.0,4286.0,inj,D,RIPC2,RIPC4
CELL.10243,CELL.10243,0,Injury_20DPI_rep3_SS200000147BL_B5,10243,2,5592.0,1611.0,inj,V,CCKIN,CCKIN
CELL.10244,CELL.10244,0,Injury_20DPI_rep3_SS200000147BL_B5,10244,2,5592.0,1858.0,inj,V,CCKIN,CCKIN
CELL.10245,CELL.10245,0,Injury_20DPI_rep3_SS200000147BL_B5,10245,2,5590.0,2225.0,inj,V,CCKIN,CCKIN
CELL.10246,CELL.10246,1,Injury_20DPI_rep3_SS200000147BL_B5,10246,11,5595.0,856.0,inj,V,VLMC,VLMC
CELL.10247,CELL.10247,0,Injury_20DPI_rep3_SS200000147BL_B5,10247,2,5593.0,1694.0,inj,V,CCKIN,CCKIN
CELL.10248,CELL.10248,3,Injury_20DPI_rep3_SS200000147BL_B5,10248,1,5590.0,3104.0,inj,D,SFRPRGC,SFRPEGC
CELL.10249,CELL.10249,8,Injury_20DPI_rep3_SS200000147BL_B5,10249,1,5591.0,3441.0,inj,D,SFRPRGC,SFRPEGC
CELL.10250,CELL.10250,8,Injury_20DPI_rep3_SS200000147BL_B5,10250,6,5583.0,3495.0,inj,D,RIPC2,RIPC4
CELL.10251,CELL.10251,8,Injury_20DPI_rep3_SS200000147BL_B5,10251,6,5594.0,3682.0,inj,D,RIPC2,RIPC4
CELL.10252,CELL.10252,0,Injury_20DPI_rep3_SS200000147BL_B5,10252,2,5595.0,1923.0,inj,V,CCKIN,CCKIN
CELL.10253,CELL.10253,9,Injury_20DPI_rep3_SS200000147BL_B5,10253,13,5598.0,4374.0,inj,D,Immature Neuron-Wound,IMN
CELL.10254,CELL.10254,1,Injury_20DPI_rep3_SS200000147BL_B5,10254,3,5594.0,4877.0,inj,D,VLMC,VLMC
CELL.10255,CELL.10255,0,Injury_20DPI_rep3_SS200000147BL_B5,10255,2,5590.0,1894.0,inj,V,CCKIN,CCKIN
CELL.10256,CELL.10256,3,Injury_20DPI_rep3_SS200000147BL_B5,10256,1,5596.0,3024.0,inj,D,SFRPRGC,SFRPEGC
CELL.10257,CELL.10257,3,Injury_20DPI_rep3_SS200000147BL_B5,10257,1,5595.0,3049.0,inj,D,RIPC2,RIPC4
CELL.10258,CELL.10258,8,Injury_20DPI_rep3_SS200000147BL_B5,10258,6,5594.0,4312.0,inj,D,RIPC2,RIPC4
CELL.10259,CELL.10259,0,Injury_20DPI_rep3_SS200000147BL_B5,10259,3,5598.0,1633.0,inj,V,VLMC,VLMC
CELL.10260,CELL.10260,0,Injury_20DPI_rep3_SS200000147BL_B5,10260,2,5591.0,2135.0,inj,V,CCKIN,CCKIN
CELL.10261,CELL.10261,3,Injury_20DPI_rep3_SS200000147BL_B5,10261,1,5595.0,2491.0,inj,V,SFRPRGC,SFRPEGC
CELL.10262,CELL.10262,3,Injury_20DPI_rep3_SS200000147BL_B5,10262,1,5602.0,2748.0,inj,V,SFRPRGC,SFRPEGC
CELL.10263,CELL.10263,3,Injury_20DPI_rep3_SS200000147BL_B5,10263,1,5597.0,2773.0,inj,V,SFRPRGC,SFRPEGC
CELL.10264,CELL.10264,8,Injury_20DPI_rep3_SS200000147BL_B5,10264,6,5599.0,3997.0,inj,D,RIPC2,RIPC4
CELL.10265,CELL.10265,0,Injury_20DPI_rep3_SS200000147BL_B5,10265,0,5593.0,2261.0,inj,V,DIPC,TLNBL
CELL.10266,CELL.10266,3,Injury_20DPI_rep3_SS200000147BL_B5,10266,1,5595.0,2645.0,inj,V,DIPC,TLNBL
CELL.10267,CELL.10267,3,Injury_20DPI_rep3_SS200000147BL_B5,10267,1,5585.0,3266.0,inj,D,DIPC,TLNBL
CELL.10268,CELL.10268,3,Injury_20DPI_rep3_SS200000147BL_B5,10268,1,5584.0,3148.0,inj,D,SFRPRGC,SFRPEGC
CELL.10269,CELL.10269,7,Injury_20DPI_rep3_SS200000147BL_B5,10269,3,5601.0,4729.0,inj,D,VLMC,VLMC
CELL.10270,CELL.10270,1,Injury_20DPI_rep3_SS200000147BL_B5,10270,11,5602.0,2320.0,inj,V,VLMC,VLMC
CELL.10271,CELL.10271,3,Injury_20DPI_rep3_SS200000147BL_B5,10271,1,5602.0,2833.0,inj,V,SFRPRGC,SFRPEGC
CELL.10272,CELL.10272,3,Injury_20DPI_rep3_SS200000147BL_B5,10272,1,5599.0,2902.0,inj,V,SFRPRGC,SFRPEGC
CELL.10273,CELL.10273,3,Injury_20DPI_rep3_SS200000147BL_B5,10273,1,5602.0,2585.0,inj,V,DIPC,TLNBL
CELL.10274,CELL.10274,3,Injury_20DPI_rep3_SS200000147BL_B5,10274,0,5601.0,2625.0,inj,V,DIPC,TLNBL
CELL.10275,CELL.10275,8,Injury_20DPI_rep3_SS200000147BL_B5,10275,6,5600.0,3522.0,inj,D,RIPC2,RIPC4
CELL.10276,CELL.10276,8,Injury_20DPI_rep3_SS200000147BL_B5,10276,6,5601.0,3722.0,inj,D,RIPC2,RIPC4
CELL.10277,CELL.10277,8,Injury_20DPI_rep3_SS200000147BL_B5,10277,6,5602.0,3885.0,inj,D,RIPC2,RIPC4
CELL.10278,CELL.10278,8,Injury_20DPI_rep3_SS200000147BL_B5,10278,6,5602.0,4133.0,inj,D,RIPC2,RIPC4
CELL.10279,CELL.10279,1,Injury_20DPI_rep3_SS200000147BL_B5,10279,3,5609.0,5140.0,inj,D,VLMC,VLMC
CELL.10280,CELL.10280,0,Injury_20DPI_rep3_SS200000147BL_B5,10280,2,5603.0,1961.0,inj,V,CCKIN,CCKIN
CELL.10281,CELL.10281,8,Injury_20DPI_rep3_SS200000147BL_B5,10281,6,5602.0,4265.0,inj,D,RIPC2,RIPC4
CELL.10282,CELL.10282,7,Injury_20DPI_rep3_SS200000147BL_B5,10282,8,5598.0,4442.0,inj,D,DPEX,DPEX
CELL.10283,CELL.10283,0,Injury_20DPI_rep3_SS200000147BL_B5,10283,2,5604.0,1828.0,inj,V,CCKIN,CCKIN
CELL.10284,CELL.10284,8,Injury_20DPI_rep3_SS200000147BL_B5,10284,6,5609.0,4338.0,inj,D,RIPC2,RIPC4
CELL.10286,CELL.10286,0,Injury_20DPI_rep3_SS200000147BL_B5,10286,2,5608.0,1408.0,inj,V,CCKIN,CCKIN
CELL.10287,CELL.10287,0,Injury_20DPI_rep3_SS200000147BL_B5,10287,2,5598.0,1526.0,inj,V,CCKIN,CCKIN
CELL.10288,CELL.10288,8,Injury_20DPI_rep3_SS200000147BL_B5,10288,6,5607.0,3595.0,inj,D,RIPC2,RIPC4
CELL.10289,CELL.10289,8,Injury_20DPI_rep3_SS200000147BL_B5,10289,6,5596.0,4172.0,inj,D,RIPC2,RIPC4
CELL.10290,CELL.10290,0,Injury_20DPI_rep3_SS200000147BL_B5,10290,2,5603.0,1465.0,inj,V,CCKIN,CCKIN
CELL.10291,CELL.10291,0,Injury_20DPI_rep3_SS200000147BL_B5,10291,12,5606.0,2049.0,inj,V,SSTIN,SSTIN
CELL.10292,CELL.10292,8,Injury_20DPI_rep3_SS200000147BL_B5,10292,6,5601.0,4051.0,inj,D,RIPC2,RIPC4
CELL.10293,CELL.10293,1,Injury_20DPI_rep3_SS200000147BL_B5,10293,3,5611.0,5111.0,inj,D,VLMC,VLMC
CELL.10294,CELL.10294,0,Injury_20DPI_rep3_SS200000147BL_B5,10294,2,5613.0,1676.0,inj,V,CCKIN,CCKIN
CELL.10295,CELL.10295,0,Injury_20DPI_rep3_SS200000147BL_B5,10295,2,5604.0,2172.0,inj,V,CCKIN,CCKIN
CELL.10296,CELL.10296,8,Injury_20DPI_rep3_SS200000147BL_B5,10296,1,5609.0,2435.0,inj,V,DIPC,TLNBL
CELL.10297,CELL.10297,8,Injury_20DPI_rep3_SS200000147BL_B5,10297,6,5615.0,3956.0,inj,D,RIPC2,RIPC4
CELL.10298,CELL.10298,8,Injury_20DPI_rep3_SS200000147BL_B5,10298,6,5618.0,3657.0,inj,D,RIPC2,RIPC4
CELL.10299,CELL.10299,8,Injury_20DPI_rep3_SS200000147BL_B5,10299,6,5614.0,4022.0,inj,D,RIPC2,RIPC4
CELL.10300,CELL.10300,3,Injury_20DPI_rep3_SS200000147BL_B5,10300,1,5609.0,2405.0,inj,V,DIPC,TLNBL
CELL.10301,CELL.10301,0,Injury_20DPI_rep3_SS200000147BL_B5,10301,2,5605.0,2000.0,inj,V,CCKIN,CCKIN
CELL.10302,CELL.10302,8,Injury_20DPI_rep3_SS200000147BL_B5,10302,6,5614.0,4203.0,inj,D,RIPC2,RIPC4
CELL.10303,CELL.10303,8,Injury_20DPI_rep3_SS200000147BL_B5,10303,6,5611.0,4288.0,inj,D,RIPC2,RIPC4
CELL.10304,CELL.10304,7,Injury_20DPI_rep3_SS200000147BL_B5,10304,3,5614.0,4530.0,inj,D,VLMC,VLMC
CELL.10305,CELL.10305,0,Injury_20DPI_rep3_SS200000147BL_B5,10305,0,5612.0,2217.0,inj,V,CCKIN,CCKIN
CELL.10306,CELL.10306,8,Injury_20DPI_rep3_SS200000147BL_B5,10306,6,5613.0,3794.0,inj,D,RIPC2,RIPC4
CELL.10307,CELL.10307,0,Injury_20DPI_rep3_SS200000147BL_B5,10307,3,5611.0,1613.0,inj,V,VLMC,VLMC
CELL.10308,CELL.10308,3,Injury_20DPI_rep3_SS200000147BL_B5,10308,1,5608.0,2518.0,inj,V,SFRPRGC,SFRPEGC
CELL.10309,CELL.10309,8,Injury_20DPI_rep3_SS200000147BL_B5,10309,6,5611.0,3549.0,inj,D,RIPC2,RIPC4
CELL.10310,CELL.10310,7,Injury_20DPI_rep3_SS200000147BL_B5,10310,3,5611.0,4800.0,inj,D,VLMC,VLMC
CELL.10311,CELL.10311,3,Injury_20DPI_rep3_SS200000147BL_B5,10311,1,5608.0,3345.0,inj,D,SFRPRGC,SFRPEGC
CELL.10312,CELL.10312,8,Injury_20DPI_rep3_SS200000147BL_B5,10312,6,5614.0,3978.0,inj,D,RIPC2,RIPC4
CELL.10313,CELL.10313,5,Injury_20DPI_rep3_SS200000147BL_B5,10313,13,5612.0,4409.0,inj,D,Immature Neuron-Wound,IMN
CELL.10314,CELL.10314,3,Injury_20DPI_rep3_SS200000147BL_B5,10314,11,5617.0,2347.0,inj,V,VLMC,VLMC
CELL.10315,CELL.10315,3,Injury_20DPI_rep3_SS200000147BL_B5,10315,1,5615.0,2702.0,inj,V,SFRPRGC,SFRPEGC
CELL.10316,CELL.10316,3,Injury_20DPI_rep3_SS200000147BL_B5,10316,6,5611.0,3111.0,inj,D,RIPC2,RIPC4
CELL.10317,CELL.10317,3,Injury_20DPI_rep3_SS200000147BL_B5,10317,1,5613.0,3469.0,inj,D,WNTRGC,WNTEGC
CELL.10318,CELL.10318,0,Injury_20DPI_rep3_SS200000147BL_B5,10318,0,5616.0,2066.0,inj,V,MSN,MSN
CELL.10319,CELL.10319,3,Injury_20DPI_rep3_SS200000147BL_B5,10319,5,5611.0,2875.0,inj,V,WNTRGC,WNTEGC
CELL.10320,CELL.10320,5,Injury_20DPI_rep3_SS200000147BL_B5,10320,11,5610.0,4615.0,inj,D,VLMC,VLMC
CELL.10321,CELL.10321,0,Injury_20DPI_rep3_SS200000147BL_B5,10321,2,5615.0,1709.0,inj,V,CCKIN,CCKIN
CELL.10322,CELL.10322,0,Injury_20DPI_rep3_SS200000147BL_B5,10322,0,5615.0,2098.0,inj,V,MSN,MSN
CELL.10323,CELL.10323,8,Injury_20DPI_rep3_SS200000147BL_B5,10323,0,5616.0,2285.0,inj,V,DIPC,TLNBL
CELL.10324,CELL.10324,7,Injury_20DPI_rep3_SS200000147BL_B5,10324,0,5625.0,4712.0,inj,D,VLMC,VLMC
CELL.10325,CELL.10325,8,Injury_20DPI_rep3_SS200000147BL_B5,10325,6,5620.0,3636.0,inj,D,RIPC2,RIPC4
CELL.10326,CELL.10326,8,Injury_20DPI_rep3_SS200000147BL_B5,10326,6,5610.0,3925.0,inj,D,RIPC2,RIPC4
CELL.10327,CELL.10327,8,Injury_20DPI_rep3_SS200000147BL_B5,10327,6,5621.0,4237.0,inj,D,RIPC2,RIPC4
CELL.10328,CELL.10328,3,Injury_20DPI_rep3_SS200000147BL_B5,10328,1,5613.0,2546.0,inj,V,DIPC,TLNBL
CELL.10329,CELL.10329,3,Injury_20DPI_rep3_SS200000147BL_B5,10329,1,5621.0,2989.0,inj,D,SFRPRGC,SFRPEGC
CELL.10330,CELL.10330,1,Injury_20DPI_rep3_SS200000147BL_B5,10330,3,5618.0,4565.0,inj,D,VLMC,VLMC
CELL.10331,CELL.10331,1,Injury_20DPI_rep3_SS200000147BL_B5,10331,11,5620.0,882.0,inj,V,VLMC,VLMC
CELL.10332,CELL.10332,1,Injury_20DPI_rep3_SS200000147BL_B5,10332,8,5620.0,1348.0,inj,V,DPEX,DPEX
CELL.10333,CELL.10333,0,Injury_20DPI_rep3_SS200000147BL_B5,10333,3,5622.0,1652.0,inj,V,VLMC,VLMC
CELL.10334,CELL.10334,0,Injury_20DPI_rep3_SS200000147BL_B5,10334,2,5615.0,1796.0,inj,V,CCKIN,CCKIN
CELL.10335,CELL.10335,8,Injury_20DPI_rep3_SS200000147BL_B5,10335,6,5619.0,2463.0,inj,V,RIPC2,RIPC4
CELL.10336,CELL.10336,8,Injury_20DPI_rep3_SS200000147BL_B5,10336,6,5619.0,3428.0,inj,D,RIPC2,RIPC4
CELL.10337,CELL.10337,8,Injury_20DPI_rep3_SS200000147BL_B5,10337,6,5620.0,3764.0,inj,D,RIPC2,RIPC4
CELL.10338,CELL.10338,8,Injury_20DPI_rep3_SS200000147BL_B5,10338,6,5618.0,4180.0,inj,D,RIPC2,RIPC4
CELL.10339,CELL.10339,3,Injury_20DPI_rep3_SS200000147BL_B5,10339,1,5631.0,2829.0,inj,V,SFRPRGC,SFRPEGC
CELL.10340,CELL.10340,8,Injury_20DPI_rep3_SS200000147BL_B5,10340,6,5621.0,3503.0,inj,D,RIPC2,RIPC4
CELL.10341,CELL.10341,3,Injury_20DPI_rep3_SS200000147BL_B5,10341,1,5622.0,2729.0,inj,V,SFRPRGC,SFRPEGC
CELL.10342,CELL.10342,3,Injury_20DPI_rep3_SS200000147BL_B5,10342,6,5623.0,2798.0,inj,V,RIPC2,RIPC4
CELL.10343,CELL.10343,3,Injury_20DPI_rep3_SS200000147BL_B5,10343,1,5623.0,3029.0,inj,D,SFRPRGC,SFRPEGC
CELL.10344,CELL.10344,8,Injury_20DPI_rep3_SS200000147BL_B5,10344,6,5622.0,3719.0,inj,D,RIPC2,RIPC4
CELL.10345,CELL.10345,7,Injury_20DPI_rep3_SS200000147BL_B5,10345,13,5625.0,4432.0,inj,D,Immature Neuron-Wound,IMN
CELL.10347,CELL.10347,0,Injury_20DPI_rep3_SS200000147BL_B5,10347,2,5623.0,1878.0,inj,V,CCKIN,CCKIN
CELL.10348,CELL.10348,3,Injury_20DPI_rep3_SS200000147BL_B5,10348,1,5623.0,2644.0,inj,V,DIPC,TLNBL
CELL.10349,CELL.10349,3,Injury_20DPI_rep3_SS200000147BL_B5,10349,1,5621.0,3087.0,inj,D,SFRPRGC,SFRPEGC
CELL.10350,CELL.10350,3,Injury_20DPI_rep3_SS200000147BL_B5,10350,1,5624.0,3143.0,inj,D,SFRPRGC,SFRPEGC
CELL.10351,CELL.10351,3,Injury_20DPI_rep3_SS200000147BL_B5,10351,1,5625.0,3373.0,inj,D,DIPC,TLNBL
CELL.10352,CELL.10352,0,Injury_20DPI_rep3_SS200000147BL_B5,10352,2,5631.0,1853.0,inj,V,CCKIN,CCKIN
CELL.10353,CELL.10353,0,Injury_20DPI_rep3_SS200000147BL_B5,10353,0,5617.0,2241.0,inj,V,DIPC,TLNBL
CELL.10354,CELL.10354,3,Injury_20DPI_rep3_SS200000147BL_B5,10354,1,5625.0,3061.0,inj,D,SFRPRGC,SFRPEGC
CELL.10355,CELL.10355,3,Injury_20DPI_rep3_SS200000147BL_B5,10355,1,5628.0,3205.0,inj,D,SFRPRGC,SFRPEGC
CELL.10356,CELL.10356,8,Injury_20DPI_rep3_SS200000147BL_B5,10356,6,5624.0,3611.0,inj,D,RIPC2,RIPC4
CELL.10357,CELL.10357,7,Injury_20DPI_rep3_SS200000147BL_B5,10357,10,5628.0,4473.0,inj,D,DPEX,DPEX
CELL.10358,CELL.10358,7,Injury_20DPI_rep3_SS200000147BL_B5,10358,10,5628.0,4655.0,inj,D,NPTXEX,NPTXEX
