X,CellID,Batch,Annotation,cell_id
CELL.7235,CELL.7235,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7235
CELL.7236,CELL.7236,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7236
CELL.7237,CELL.7237,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7237
CELL.7238,CELL.7238,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7238
CELL.7242,CELL.7242,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7242
CELL.7244,CELL.7244,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7244
CELL.7245,CELL.7245,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7245
CELL.7246,CELL.7246,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,7246
CELL.7247,CELL.7247,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7247
CELL.7248,CELL.7248,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7248
CELL.7252,CELL.7252,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7252
CELL.7253,CELL.7253,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,7253
CELL.7255,CELL.7255,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7255
CELL.7256,CELL.7256,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7256
CELL.7257,CELL.7257,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7257
CELL.7258,CELL.7258,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7258
CELL.7259,CELL.7259,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,7259
CELL.7260,CELL.7260,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7260
CELL.7261,CELL.7261,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7261
CELL.7262,CELL.7262,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7262
CELL.7263,CELL.7263,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7263
CELL.7264,CELL.7264,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7264
CELL.7265,CELL.7265,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7265
CELL.7267,CELL.7267,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7267
CELL.7268,CELL.7268,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7268
CELL.7269,CELL.7269,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7269
CELL.7270,CELL.7270,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7270
CELL.7271,CELL.7271,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7271
CELL.7272,CELL.7272,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7272
CELL.7274,CELL.7274,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7274
CELL.7275,CELL.7275,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7275
CELL.7276,CELL.7276,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7276
CELL.7277,CELL.7277,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7277
CELL.7278,CELL.7278,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7278
CELL.7281,CELL.7281,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7281
CELL.7283,CELL.7283,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7283
CELL.7284,CELL.7284,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7284
CELL.7285,CELL.7285,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7285
CELL.7287,CELL.7287,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7287
CELL.7289,CELL.7289,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7289
CELL.7290,CELL.7290,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7290
CELL.7291,CELL.7291,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7291
CELL.7292,CELL.7292,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7292
CELL.7293,CELL.7293,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7293
CELL.7294,CELL.7294,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7294
CELL.7295,CELL.7295,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7295
CELL.7298,CELL.7298,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7298
CELL.7301,CELL.7301,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7301
CELL.7302,CELL.7302,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7302
CELL.7303,CELL.7303,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7303
CELL.7304,CELL.7304,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7304
CELL.7305,CELL.7305,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7305
CELL.7306,CELL.7306,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7306
CELL.7309,CELL.7309,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7309
CELL.7310,CELL.7310,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7310
CELL.7311,CELL.7311,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,7311
CELL.7312,CELL.7312,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7312
CELL.7314,CELL.7314,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7314
CELL.7315,CELL.7315,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7315
CELL.7317,CELL.7317,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7317
CELL.7318,CELL.7318,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7318
CELL.7320,CELL.7320,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7320
CELL.7321,CELL.7321,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7321
CELL.7322,CELL.7322,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7322
CELL.7325,CELL.7325,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7325
CELL.7327,CELL.7327,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7327
CELL.7328,CELL.7328,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7328
CELL.7329,CELL.7329,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,7329
CELL.7330,CELL.7330,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7330
CELL.7331,CELL.7331,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7331
CELL.7332,CELL.7332,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7332
CELL.7333,CELL.7333,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7333
CELL.7335,CELL.7335,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7335
CELL.7336,CELL.7336,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7336
CELL.7337,CELL.7337,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7337
CELL.7338,CELL.7338,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7338
CELL.7340,CELL.7340,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7340
CELL.7341,CELL.7341,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7341
CELL.7342,CELL.7342,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7342
CELL.7343,CELL.7343,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7343
CELL.7347,CELL.7347,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,7347
CELL.7348,CELL.7348,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7348
CELL.7349,CELL.7349,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7349
CELL.7350,CELL.7350,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7350
CELL.7351,CELL.7351,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7351
CELL.7352,CELL.7352,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7352
CELL.7353,CELL.7353,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7353
CELL.7354,CELL.7354,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7354
CELL.7356,CELL.7356,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7356
CELL.7357,CELL.7357,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7357
CELL.7359,CELL.7359,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7359
CELL.7360,CELL.7360,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7360
CELL.7361,CELL.7361,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7361
CELL.7362,CELL.7362,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7362
CELL.7364,CELL.7364,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7364
CELL.7365,CELL.7365,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,7365
CELL.7366,CELL.7366,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7366
CELL.7367,CELL.7367,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7367
CELL.7369,CELL.7369,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7369
CELL.7370,CELL.7370,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7370
CELL.7372,CELL.7372,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7372
CELL.7373,CELL.7373,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7373
CELL.7374,CELL.7374,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7374
CELL.7376,CELL.7376,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7376
CELL.7378,CELL.7378,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7378
CELL.7379,CELL.7379,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7379
CELL.7380,CELL.7380,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7380
CELL.7382,CELL.7382,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7382
CELL.7383,CELL.7383,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7383
CELL.7384,CELL.7384,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7384
CELL.7385,CELL.7385,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7385
CELL.7386,CELL.7386,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7386
CELL.7387,CELL.7387,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7387
CELL.7388,CELL.7388,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,7388
CELL.7389,CELL.7389,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7389
CELL.7391,CELL.7391,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7391
CELL.7393,CELL.7393,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7393
CELL.7394,CELL.7394,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7394
CELL.7395,CELL.7395,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7395
CELL.7396,CELL.7396,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,7396
CELL.7397,CELL.7397,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7397
CELL.7399,CELL.7399,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7399
CELL.7402,CELL.7402,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,7402
CELL.7403,CELL.7403,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7403
CELL.7406,CELL.7406,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,7406
CELL.7407,CELL.7407,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7407
CELL.7410,CELL.7410,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7410
CELL.7411,CELL.7411,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7411
CELL.7414,CELL.7414,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7414
CELL.7415,CELL.7415,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7415
CELL.7417,CELL.7417,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7417
CELL.7418,CELL.7418,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7418
CELL.7419,CELL.7419,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7419
CELL.7422,CELL.7422,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7422
CELL.7423,CELL.7423,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7423
CELL.7424,CELL.7424,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7424
CELL.7425,CELL.7425,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7425
CELL.7426,CELL.7426,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,7426
CELL.7427,CELL.7427,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7427
CELL.7428,CELL.7428,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7428
CELL.7429,CELL.7429,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7429
CELL.7430,CELL.7430,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7430
CELL.7431,CELL.7431,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7431
CELL.7432,CELL.7432,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7432
CELL.7433,CELL.7433,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7433
CELL.7434,CELL.7434,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7434
CELL.7435,CELL.7435,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7435
CELL.7436,CELL.7436,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7436
CELL.7437,CELL.7437,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7437
CELL.7438,CELL.7438,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7438
CELL.7439,CELL.7439,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7439
CELL.7440,CELL.7440,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7440
CELL.7441,CELL.7441,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7441
CELL.7442,CELL.7442,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7442
CELL.7443,CELL.7443,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7443
CELL.7444,CELL.7444,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7444
CELL.7445,CELL.7445,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,7445
CELL.7446,CELL.7446,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7446
CELL.7447,CELL.7447,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7447
CELL.7448,CELL.7448,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7448
CELL.7450,CELL.7450,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7450
CELL.7451,CELL.7451,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7451
CELL.7452,CELL.7452,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7452
CELL.7453,CELL.7453,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7453
CELL.7454,CELL.7454,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7454
CELL.7455,CELL.7455,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7455
CELL.7458,CELL.7458,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7458
CELL.7459,CELL.7459,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7459
CELL.7460,CELL.7460,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7460
CELL.7461,CELL.7461,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7461
CELL.7462,CELL.7462,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7462
CELL.7463,CELL.7463,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7463
CELL.7464,CELL.7464,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,7464
CELL.7465,CELL.7465,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7465
CELL.7466,CELL.7466,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7466
CELL.7468,CELL.7468,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7468
CELL.7469,CELL.7469,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7469
CELL.7471,CELL.7471,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7471
CELL.7472,CELL.7472,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7472
CELL.7474,CELL.7474,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7474
CELL.7475,CELL.7475,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7475
CELL.7477,CELL.7477,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7477
CELL.7478,CELL.7478,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7478
CELL.7480,CELL.7480,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7480
CELL.7482,CELL.7482,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7482
CELL.7483,CELL.7483,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7483
CELL.7484,CELL.7484,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,7484
CELL.7485,CELL.7485,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7485
CELL.7486,CELL.7486,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7486
CELL.7488,CELL.7488,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7488
CELL.7489,CELL.7489,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7489
CELL.7492,CELL.7492,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7492
CELL.7493,CELL.7493,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7493
CELL.7496,CELL.7496,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7496
CELL.7497,CELL.7497,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7497
CELL.7498,CELL.7498,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7498
CELL.7500,CELL.7500,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7500
CELL.7501,CELL.7501,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7501
CELL.7502,CELL.7502,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7502
CELL.7503,CELL.7503,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7503
CELL.7505,CELL.7505,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7505
CELL.7506,CELL.7506,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7506
CELL.7508,CELL.7508,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7508
CELL.7509,CELL.7509,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7509
CELL.7510,CELL.7510,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7510
CELL.7512,CELL.7512,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7512
CELL.7513,CELL.7513,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7513
CELL.7514,CELL.7514,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7514
CELL.7515,CELL.7515,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7515
CELL.7518,CELL.7518,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7518
CELL.7519,CELL.7519,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7519
CELL.7520,CELL.7520,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7520
CELL.7521,CELL.7521,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7521
CELL.7523,CELL.7523,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7523
CELL.7525,CELL.7525,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7525
CELL.7528,CELL.7528,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7528
CELL.7529,CELL.7529,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7529
CELL.7530,CELL.7530,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7530
CELL.7532,CELL.7532,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7532
CELL.7533,CELL.7533,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,7533
CELL.7534,CELL.7534,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7534
CELL.7535,CELL.7535,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7535
CELL.7536,CELL.7536,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7536
CELL.7537,CELL.7537,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7537
CELL.7539,CELL.7539,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7539
CELL.7541,CELL.7541,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7541
CELL.7542,CELL.7542,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7542
CELL.7543,CELL.7543,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7543
CELL.7545,CELL.7545,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7545
CELL.7546,CELL.7546,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7546
CELL.7547,CELL.7547,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7547
CELL.7548,CELL.7548,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7548
CELL.7551,CELL.7551,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7551
CELL.7552,CELL.7552,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7552
CELL.7554,CELL.7554,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,7554
CELL.7555,CELL.7555,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7555
CELL.7556,CELL.7556,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7556
CELL.7557,CELL.7557,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7557
CELL.7559,CELL.7559,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7559
CELL.7560,CELL.7560,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7560
CELL.7561,CELL.7561,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7561
CELL.7562,CELL.7562,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7562
CELL.7563,CELL.7563,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7563
CELL.7565,CELL.7565,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,7565
CELL.7566,CELL.7566,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,7566
CELL.7567,CELL.7567,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7567
CELL.7568,CELL.7568,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7568
CELL.7573,CELL.7573,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7573
CELL.7575,CELL.7575,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7575
CELL.7577,CELL.7577,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7577
CELL.7579,CELL.7579,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7579
CELL.7580,CELL.7580,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,7580
CELL.7581,CELL.7581,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,7581
CELL.7582,CELL.7582,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,7582
CELL.7583,CELL.7583,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7583
CELL.7584,CELL.7584,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,7584
